,specie,specieCode,genus,organismCode,antibiotic,antibioticCode,gram,resistance
792,escherichia,A_ESCHERICHIA,escherichia coli,ECOL,erythromycin,AERY,n,0.0
793,escherichia,A_ESCHERICHIA,escherichia coli,ECOL,esbl markers,AESBL,n,0.33502180948399995
794,escherichia,A_ESCHERICHIA,escherichia coli,ECOL,fosfomycin,AFOS,n,0.135135135135
795,escherichia,A_ESCHERICHIA,escherichia coli,ECOL,fusidic acid,AFUS,n,0.0
796,escherichia,A_ESCHERICHIA,escherichia coli,ECOL,gentamicin,AGEN,n,0.0924226254002
797,escherichia,A_ESCHERICHIA,escherichia coli,ECOL,imipenem,AIMP,n,0.0016638935108199999
798,escherichia,A_ESCHERICHIA,escherichia coli,ECOL,mecillinam,AMEC,n,0.0539667896679
799,escherichia,A_ESCHERICHIA,escherichia coli,ECOL,meropenem,AMER,n,0.00201719927805
800,escherichia,A_ESCHERICHIA,escherichia coli,ECOL,flucloxacillin,AMET,n,0.5
801,escherichia,A_ESCHERICHIA,escherichia coli,ECOL,nitrofurantoin,ANIT,n,0.0269402459081
802,escherichia,A_ESCHERICHIA,escherichia coli,ECOL,novobiocin,ANOV,n,1.0
803,escherichia,A_ESCHERICHIA,escherichia coli,ECOL,penicillin,APEN,n,0.5
804,escherichia,A_ESCHERICHIA,escherichia coli,ECOL,tazocin,ATAZ,n,0.242032821599
805,escherichia,A_ESCHERICHIA,escherichia coli,ECOL,temocillin,ATEM,n,0.07219031993439999
806,escherichia,A_ESCHERICHIA,escherichia coli,ECOL,tetracycline,ATET,n,0.0
807,escherichia,A_ESCHERICHIA,escherichia coli,ECOL,tigecycline,ATIG,n,0.125
808,escherichia,A_ESCHERICHIA,escherichia coli,ECOL,tobramycin,ATOB,n,0.5423122765199999
809,escherichia,A_ESCHERICHIA,escherichia coli,ECOL,trimethoprim,ATRI,n,0.376197186774
810,escherichia,A_ESCHERICHIA,escherichia coli,ECOL,vancomycin,AVAN,n,0.0
811,escherichia,A_ESCHERICHIA,escherichia coli,ECOL,cefpodoxime,A_CEFPODOX,n,0.0660415581409
812,escherichia,A_ESCHERICHIA,escherichia coli,ECOL,sulphamethoxazole,A_SULPHAME,n,0.858156028369
813,escherichia,A_ESCHERICHIA,escherichia coli,ECOL,timentin,A_TIMENTIN,n,0.923076923077
814,flavobacterium,A_FLAVOBACTERIUM,flavobacterium sp.,A_FLAVOBAC,augmentin,AAUG,,0.0
815,flavobacterium,A_FLAVOBACTERIUM,flavobacterium sp.,A_FLAVOBAC,cephalexin,ACELX,,1.0
816,flavobacterium,A_FLAVOBACTERIUM,flavobacterium sp.,A_FLAVOBAC,ciprofloxacin,ACIP,,0.0
817,flavobacterium,A_FLAVOBACTERIUM,flavobacterium sp.,A_FLAVOBAC,gentamicin,AGEN,,0.0
818,flavobacterium,A_FLAVOBACTERIUM,flavobacterium sp.,A_FLAVOBAC,nitrofurantoin,ANIT,,1.0
819,flavobacterium,A_FLAVOBACTERIUM,flavobacterium sp.,A_FLAVOBAC,trimethoprim,ATRI,,1.0
820,haemophilus,A_HAEMOPHILUS,haemophilus sp.,HAEMO,amoxycillin,AAMO,,0.0
821,haemophilus,A_HAEMOPHILUS,haemophilus sp.,HAEMO,augmentin,AAUG,,0.0
822,haemophilus,A_HAEMOPHILUS,haemophilus sp.,HAEMO,ciprofloxacin,ACIP,,0.5
823,haemophilus,A_HAEMOPHILUS,haemophilus sp.,HAEMO,clarithromycin,ACLA,,1.0
824,haemophilus,A_HAEMOPHILUS,haemophilus sp.,HAEMO,cefotaxime,ACTX,,0.0
825,haemophilus,A_HAEMOPHILUS,haemophilus sp.,HAEMO,cefuroxime,ACXM,,0.0
826,haemophilus,A_HAEMOPHILUS,haemophilus influenzae,HINF,amoxycillin,AAMO,,0.0
827,haemophilus,A_HAEMOPHILUS,haemophilus influenzae,HINF,augmentin,AAUG,,0.0
828,haemophilus,A_HAEMOPHILUS,haemophilus influenzae,HINF,ciprofloxacin,ACIP,,0.0
829,haemophilus,A_HAEMOPHILUS,haemophilus influenzae,HINF,clarithromycin,ACLA,,1.0
830,haemophilus,A_HAEMOPHILUS,haemophilus influenzae,HINF,cefotaxime,ACTX,,0.0
831,haemophilus,A_HAEMOPHILUS,haemophilus influenzae,HINF,cefuroxime,ACXM,,0.0
832,hafnia,A_HAFNIA,hafnia sp.,A_HAFNIA S,amikacin,AAMI,,0.0
833,hafnia,A_HAFNIA,hafnia sp.,A_HAFNIA S,amp c markers,AAMPC,,1.0
834,hafnia,A_HAFNIA,hafnia sp.,A_HAFNIA S,augmentin,AAUG,,0.33333333333299997
835,hafnia,A_HAFNIA,hafnia sp.,A_HAFNIA S,ceftazidime,ACAZ,,1.0
836,hafnia,A_HAFNIA,hafnia sp.,A_HAFNIA S,cephalexin,ACELX,,1.0
837,hafnia,A_HAFNIA,hafnia sp.,A_HAFNIA S,ciprofloxacin,ACIP,,0.0
838,hafnia,A_HAFNIA,hafnia sp.,A_HAFNIA S,colistin sulphate,ACOL,,0.0
839,hafnia,A_HAFNIA,hafnia sp.,A_HAFNIA S,cefotaxime,ACTX,,1.0
840,hafnia,A_HAFNIA,hafnia sp.,A_HAFNIA S,cefuroxime,ACXM,,1.0
841,hafnia,A_HAFNIA,hafnia sp.,A_HAFNIA S,cefoxitin,ACXT,,0.0
842,hafnia,A_HAFNIA,hafnia sp.,A_HAFNIA S,esbl markers,AESBL,,0.0
843,hafnia,A_HAFNIA,hafnia sp.,A_HAFNIA S,gentamicin,AGEN,,0.0
844,hafnia,A_HAFNIA,hafnia sp.,A_HAFNIA S,imipenem,AIMP,,0.0
845,hafnia,A_HAFNIA,hafnia sp.,A_HAFNIA S,mecillinam,AMEC,,0.0
846,hafnia,A_HAFNIA,hafnia sp.,A_HAFNIA S,meropenem,AMER,,0.0
847,hafnia,A_HAFNIA,hafnia sp.,A_HAFNIA S,nitrofurantoin,ANIT,,0.0
848,hafnia,A_HAFNIA,hafnia sp.,A_HAFNIA S,tazocin,ATAZ,,1.0
849,hafnia,A_HAFNIA,hafnia sp.,A_HAFNIA S,tobramycin,ATOB,,0.0
850,hafnia,A_HAFNIA,hafnia sp.,A_HAFNIA S,trimethoprim,ATRI,,0.33333333333299997
851,hafnia,A_HAFNIA,hafnia sp.,A_HAFNIA S,cefpodoxime,A_CEFPODOX,,0.666666666667
852,hafnia,A_HAFNIA,hafnia alvei,HALV,amikacin,AAMI,,0.0
853,hafnia,A_HAFNIA,hafnia alvei,HALV,augmentin,AAUG,,1.0
854,hafnia,A_HAFNIA,hafnia alvei,HALV,ceftazidime,ACAZ,,0.0
855,hafnia,A_HAFNIA,hafnia alvei,HALV,cephalexin,ACELX,,1.0
856,hafnia,A_HAFNIA,hafnia alvei,HALV,ciprofloxacin,ACIP,,0.0
857,hafnia,A_HAFNIA,hafnia alvei,HALV,colistin sulphate,ACOL,,0.0
858,hafnia,A_HAFNIA,hafnia alvei,HALV,cefotaxime,ACTX,,0.0
859,hafnia,A_HAFNIA,hafnia alvei,HALV,cefoxitin,ACXT,,0.0
860,hafnia,A_HAFNIA,hafnia alvei,HALV,ertapenem,AERT,,0.0
861,hafnia,A_HAFNIA,hafnia alvei,HALV,gentamicin,AGEN,,0.0
862,hafnia,A_HAFNIA,hafnia alvei,HALV,mecillinam,AMEC,,0.0
863,hafnia,A_HAFNIA,hafnia alvei,HALV,meropenem,AMER,,0.0
864,hafnia,A_HAFNIA,hafnia alvei,HALV,nitrofurantoin,ANIT,,0.0
865,hafnia,A_HAFNIA,hafnia alvei,HALV,tazocin,ATAZ,,0.0
866,hafnia,A_HAFNIA,hafnia alvei,HALV,temocillin,ATEM,,0.0
867,hafnia,A_HAFNIA,hafnia alvei,HALV,trimethoprim,ATRI,,0.5
868,klebsiella,A_KLEBSIELLA,klebsiella sp.,KLEBS,amikacin,AAMI,n,0.051756007393699996
869,klebsiella,A_KLEBSIELLA,klebsiella sp.,KLEBS,amoxycillin,AAMO,n,1.0
870,klebsiella,A_KLEBSIELLA,klebsiella sp.,KLEBS,amp c markers,AAMPC,n,0.652173913043
871,klebsiella,A_KLEBSIELLA,klebsiella sp.,KLEBS,augmentin,AAUG,n,0.631751227496
872,klebsiella,A_KLEBSIELLA,klebsiella sp.,KLEBS,aztreonam,AAZT,n,0.8
873,klebsiella,A_KLEBSIELLA,klebsiella sp.,KLEBS,ceftazidime,ACAZ,n,0.7523105360439999
874,klebsiella,A_KLEBSIELLA,klebsiella sp.,KLEBS,cephalexin,ACELX,n,0.767326732673
875,klebsiella,A_KLEBSIELLA,klebsiella sp.,KLEBS,ciprofloxacin,ACIP,n,0.720130932897
876,klebsiella,A_KLEBSIELLA,klebsiella sp.,KLEBS,colistin sulphate,ACOL,n,0.13763440860200002
877,klebsiella,A_KLEBSIELLA,klebsiella sp.,KLEBS,cotrimoxazole,ACOT,n,0.75
878,klebsiella,A_KLEBSIELLA,klebsiella sp.,KLEBS,cefotaxime,ACTX,n,0.7707948243989999
879,klebsiella,A_KLEBSIELLA,klebsiella sp.,KLEBS,cefuroxime,ACXM,n,0.91452991453
880,klebsiella,A_KLEBSIELLA,klebsiella sp.,KLEBS,cefoxitin,ACXT,n,0.30241187384
881,klebsiella,A_KLEBSIELLA,klebsiella sp.,KLEBS,ertapenem,AERT,n,0.10337078651699999
882,klebsiella,A_KLEBSIELLA,klebsiella sp.,KLEBS,esbl markers,AESBL,n,0.20477815699700003
883,klebsiella,A_KLEBSIELLA,klebsiella sp.,KLEBS,fosfomycin,AFOS,n,0.666666666667
884,klebsiella,A_KLEBSIELLA,klebsiella sp.,KLEBS,gentamicin,AGEN,n,0.475247524752
885,klebsiella,A_KLEBSIELLA,klebsiella sp.,KLEBS,imipenem,AIMP,n,0.0423728813559
886,klebsiella,A_KLEBSIELLA,klebsiella sp.,KLEBS,mecillinam,AMEC,n,0.254437869822
887,klebsiella,A_KLEBSIELLA,klebsiella sp.,KLEBS,meropenem,AMER,n,0.0259259259259
888,klebsiella,A_KLEBSIELLA,klebsiella sp.,KLEBS,nitrofurantoin,ANIT,n,0.623762376238
889,klebsiella,A_KLEBSIELLA,klebsiella sp.,KLEBS,tazocin,ATAZ,n,0.601851851852
890,klebsiella,A_KLEBSIELLA,klebsiella sp.,KLEBS,temocillin,ATEM,n,0.17873303167399998
891,klebsiella,A_KLEBSIELLA,klebsiella sp.,KLEBS,tigecycline,ATIG,n,0.8571428571430001
892,klebsiella,A_KLEBSIELLA,klebsiella sp.,KLEBS,tobramycin,ATOB,n,0.75
893,klebsiella,A_KLEBSIELLA,klebsiella sp.,KLEBS,trimethoprim,ATRI,n,0.804958677686
894,klebsiella,A_KLEBSIELLA,klebsiella sp.,KLEBS,cefpodoxime,A_CEFPODOX,n,0.771241830065
895,klebsiella,A_KLEBSIELLA,klebsiella sp.,KLEBS,sulphamethoxazole,A_SULPHAME,n,1.0
896,klebsiella,A_KLEBSIELLA,klebsiella sp.,KLEBS,timentin,A_TIMENTIN,n,0.933333333333
897,klebsiella,A_KLEBSIELLA,klebsiella oxytoca,KOXY,amikacin,AAMI,n,0.0
898,klebsiella,A_KLEBSIELLA,klebsiella oxytoca,KOXY,amp c markers,AAMPC,n,0.590909090909
899,klebsiella,A_KLEBSIELLA,klebsiella oxytoca,KOXY,augmentin,AAUG,n,0.548780487805
900,klebsiella,A_KLEBSIELLA,klebsiella oxytoca,KOXY,ceftazidime,ACAZ,n,0.33333333333299997
901,klebsiella,A_KLEBSIELLA,klebsiella oxytoca,KOXY,cephalexin,ACELX,n,0.59756097561
902,klebsiella,A_KLEBSIELLA,klebsiella oxytoca,KOXY,ciprofloxacin,ACIP,n,0.19512195122
903,klebsiella,A_KLEBSIELLA,klebsiella oxytoca,KOXY,colistin sulphate,ACOL,n,0.0285714285714
904,klebsiella,A_KLEBSIELLA,klebsiella oxytoca,KOXY,cpo marker,ACPO,n,0.0
905,klebsiella,A_KLEBSIELLA,klebsiella oxytoca,KOXY,cefotaxime,ACTX,n,0.588235294118
906,klebsiella,A_KLEBSIELLA,klebsiella oxytoca,KOXY,cefoxitin,ACXT,n,0.235294117647
907,klebsiella,A_KLEBSIELLA,klebsiella oxytoca,KOXY,ertapenem,AERT,n,0.117647058824
908,klebsiella,A_KLEBSIELLA,klebsiella oxytoca,KOXY,esbl markers,AESBL,n,0.5609756097559999
909,klebsiella,A_KLEBSIELLA,klebsiella oxytoca,KOXY,fosfomycin,AFOS,n,0.0
910,klebsiella,A_KLEBSIELLA,klebsiella oxytoca,KOXY,gentamicin,AGEN,n,0.19512195122
911,klebsiella,A_KLEBSIELLA,klebsiella oxytoca,KOXY,mecillinam,AMEC,n,0.64
912,klebsiella,A_KLEBSIELLA,klebsiella oxytoca,KOXY,meropenem,AMER,n,0.117647058824
913,klebsiella,A_KLEBSIELLA,klebsiella oxytoca,KOXY,nitrofurantoin,ANIT,n,0.036585365853699994
914,klebsiella,A_KLEBSIELLA,klebsiella oxytoca,KOXY,tazocin,ATAZ,n,0.88
915,klebsiella,A_KLEBSIELLA,klebsiella oxytoca,KOXY,temocillin,ATEM,n,0.0588235294118
916,klebsiella,A_KLEBSIELLA,klebsiella oxytoca,KOXY,tobramycin,ATOB,n,0.33333333333299997
917,klebsiella,A_KLEBSIELLA,klebsiella oxytoca,KOXY,trimethoprim,ATRI,n,0.268292682927
918,klebsiella,A_KLEBSIELLA,klebsiella pneumoniae,KPNE,amikacin,AAMI,n,0.059546313799599994
919,klebsiella,A_KLEBSIELLA,klebsiella pneumoniae,KPNE,amoxycillin,AAMO,n,1.0
920,klebsiella,A_KLEBSIELLA,klebsiella pneumoniae,KPNE,amp c markers,AAMPC,n,0.604203152364
921,klebsiella,A_KLEBSIELLA,klebsiella pneumoniae,KPNE,augmentin,AAUG,n,0.48671875
922,klebsiella,A_KLEBSIELLA,klebsiella pneumoniae,KPNE,aztreonam,AAZT,n,1.0
923,klebsiella,A_KLEBSIELLA,klebsiella pneumoniae,KPNE,ceftazidime,ACAZ,n,0.805843543827
924,klebsiella,A_KLEBSIELLA,klebsiella pneumoniae,KPNE,cephalexin,ACELX,n,0.739875389408
925,klebsiella,A_KLEBSIELLA,klebsiella pneumoniae,KPNE,ciprofloxacin,ACIP,n,0.654205607477
926,klebsiella,A_KLEBSIELLA,klebsiella pneumoniae,KPNE,colistin sulphate,ACOL,n,0.0156626506024
927,klebsiella,A_KLEBSIELLA,klebsiella pneumoniae,KPNE,cpo marker,ACPO,n,1.0
928,klebsiella,A_KLEBSIELLA,klebsiella pneumoniae,KPNE,cefotaxime,ACTX,n,0.808671065033
929,klebsiella,A_KLEBSIELLA,klebsiella pneumoniae,KPNE,cefuroxime,ACXM,n,0.5
930,klebsiella,A_KLEBSIELLA,klebsiella pneumoniae,KPNE,cefoxitin,ACXT,n,0.337735849057
931,klebsiella,A_KLEBSIELLA,klebsiella pneumoniae,KPNE,ertapenem,AERT,n,0.136492890995
932,klebsiella,A_KLEBSIELLA,klebsiella pneumoniae,KPNE,esbl markers,AESBL,n,0.177215189873
933,klebsiella,A_KLEBSIELLA,klebsiella pneumoniae,KPNE,fosfomycin,AFOS,n,0.6
934,klebsiella,A_KLEBSIELLA,klebsiella pneumoniae,KPNE,gentamicin,AGEN,n,0.44314641744499994
935,klebsiella,A_KLEBSIELLA,klebsiella pneumoniae,KPNE,imipenem,AIMP,n,0.0
936,klebsiella,A_KLEBSIELLA,klebsiella pneumoniae,KPNE,mecillinam,AMEC,n,0.23809523809500002
937,klebsiella,A_KLEBSIELLA,klebsiella pneumoniae,KPNE,meropenem,AMER,n,0.0471698113208
938,klebsiella,A_KLEBSIELLA,klebsiella pneumoniae,KPNE,nitrofurantoin,ANIT,n,0.594996090696
939,klebsiella,A_KLEBSIELLA,klebsiella pneumoniae,KPNE,tazocin,ATAZ,n,0.559962228517
940,klebsiella,A_KLEBSIELLA,klebsiella pneumoniae,KPNE,temocillin,ATEM,n,0.08476190476189999
941,klebsiella,A_KLEBSIELLA,klebsiella pneumoniae,KPNE,tigecycline,ATIG,n,0.363636363636
942,klebsiella,A_KLEBSIELLA,klebsiella pneumoniae,KPNE,tobramycin,ATOB,n,0.761904761905
943,klebsiella,A_KLEBSIELLA,klebsiella pneumoniae,KPNE,trimethoprim,ATRI,n,0.794392523364
944,klebsiella,A_KLEBSIELLA,klebsiella pneumoniae,KPNE,vancomycin,AVAN,n,1.0
945,klebsiella,A_KLEBSIELLA,klebsiella pneumoniae,KPNE,cefepime,A_CEFEPIME,n,1.0
946,lactobacillus,A_LACTOBACILLUS,lactobacillus sp.,A_LACTOBAC,amoxycillin,AAMO,p,0.0
947,lactobacillus,A_LACTOBACILLUS,lactobacillus sp.,A_LACTOBAC,augmentin,AAUG,p,0.0
948,lactobacillus,A_LACTOBACILLUS,lactobacillus sp.,A_LACTOBAC,cephalexin,ACELX,p,0.25
949,lactobacillus,A_LACTOBACILLUS,lactobacillus sp.,A_LACTOBAC,ciprofloxacin,ACIP,p,0.8
950,lactobacillus,A_LACTOBACILLUS,lactobacillus sp.,A_LACTOBAC,clindamycin,ACLI,p,0.4
951,lactobacillus,A_LACTOBACILLUS,lactobacillus sp.,A_LACTOBAC,cefoxitin,ACXT,p,1.0
952,lactobacillus,A_LACTOBACILLUS,lactobacillus sp.,A_LACTOBAC,erythromycin,AERY,p,0.181818181818
953,lactobacillus,A_LACTOBACILLUS,lactobacillus sp.,A_LACTOBAC,fusidic acid,AFUS,p,1.0
954,lactobacillus,A_LACTOBACILLUS,lactobacillus sp.,A_LACTOBAC,gentamicin,AGEN,p,0.0
955,lactobacillus,A_LACTOBACILLUS,lactobacillus sp.,A_LACTOBAC,mls markers,AMLS,p,1.0
956,lactobacillus,A_LACTOBACILLUS,lactobacillus sp.,A_LACTOBAC,mupirocin,AMUP,p,1.0
957,lactobacillus,A_LACTOBACILLUS,lactobacillus sp.,A_LACTOBAC,nitrofurantoin,ANIT,p,0.375
958,lactobacillus,A_LACTOBACILLUS,lactobacillus sp.,A_LACTOBAC,penicillin,APEN,p,0.45454545454499995
959,lactobacillus,A_LACTOBACILLUS,lactobacillus sp.,A_LACTOBAC,rifampicin,ARIF,p,0.33333333333299997
960,lactobacillus,A_LACTOBACILLUS,lactobacillus sp.,A_LACTOBAC,teicoplanin,ATEI,p,0.0
961,lactobacillus,A_LACTOBACILLUS,lactobacillus sp.,A_LACTOBAC,tetracycline,ATET,p,0.25
962,lactobacillus,A_LACTOBACILLUS,lactobacillus sp.,A_LACTOBAC,trimethoprim,ATRI,p,0.7272727272730001
963,lactobacillus,A_LACTOBACILLUS,lactobacillus sp.,A_LACTOBAC,vancomycin,AVAN,p,0.33333333333299997
964,lactobacillus,A_LACTOBACILLUS,lactobacillus rhamnosus,A_LRHAMNOSU,amoxycillin,AAMO,p,0.0
965,lactobacillus,A_LACTOBACILLUS,lactobacillus rhamnosus,A_LRHAMNOSU,cephalexin,ACELX,p,1.0
966,lactobacillus,A_LACTOBACILLUS,lactobacillus rhamnosus,A_LRHAMNOSU,ciprofloxacin,ACIP,p,1.0
967,lactobacillus,A_LACTOBACILLUS,lactobacillus rhamnosus,A_LRHAMNOSU,clindamycin,ACLI,p,0.0
968,lactobacillus,A_LACTOBACILLUS,lactobacillus rhamnosus,A_LRHAMNOSU,erythromycin,AERY,p,0.0
969,lactobacillus,A_LACTOBACILLUS,lactobacillus rhamnosus,A_LRHAMNOSU,gentamicin,AGEN,p,0.0
970,lactobacillus,A_LACTOBACILLUS,lactobacillus rhamnosus,A_LRHAMNOSU,mls markers,AMLS,p,1.0
971,lactobacillus,A_LACTOBACILLUS,lactobacillus rhamnosus,A_LRHAMNOSU,nitrofurantoin,ANIT,p,0.0
972,lactobacillus,A_LACTOBACILLUS,lactobacillus rhamnosus,A_LRHAMNOSU,penicillin,APEN,p,0.0
973,lactobacillus,A_LACTOBACILLUS,lactobacillus rhamnosus,A_LRHAMNOSU,tetracycline,ATET,p,0.0
974,lactobacillus,A_LACTOBACILLUS,lactobacillus rhamnosus,A_LRHAMNOSU,trimethoprim,ATRI,p,1.0
975,leuconostoc,A_LEUCONOSTOC,leuconostoc sp.,A_LEUCONOS,amoxycillin,AAMO,,0.0
976,leuconostoc,A_LEUCONOSTOC,leuconostoc sp.,A_LEUCONOS,gentamicin,AGEN,,0.0
977,leuconostoc,A_LEUCONOSTOC,leuconostoc sp.,A_LEUCONOS,linezolid,ALIN,,0.0
978,leuconostoc,A_LEUCONOSTOC,leuconostoc sp.,A_LEUCONOS,nitrofurantoin,ANIT,,1.0
979,leuconostoc,A_LEUCONOSTOC,leuconostoc sp.,A_LEUCONOS,synercid,ASYN,,0.0
980,leuconostoc,A_LEUCONOSTOC,leuconostoc sp.,A_LEUCONOS,teicoplanin,ATEI,,1.0
981,leuconostoc,A_LEUCONOSTOC,leuconostoc sp.,A_LEUCONOS,vancomycin,AVAN,,1.0
982,micrococcus,A_MICROCOCCUS,micrococcus sp.,MICROC,amoxycillin,AAMO,,0.0
983,micrococcus,A_MICROCOCCUS,micrococcus sp.,MICROC,augmentin,AAUG,,0.0
984,micrococcus,A_MICROCOCCUS,micrococcus sp.,MICROC,cephalexin,ACELX,,0.0
985,micrococcus,A_MICROCOCCUS,micrococcus sp.,MICROC,ciprofloxacin,ACIP,,1.0
986,micrococcus,A_MICROCOCCUS,micrococcus sp.,MICROC,clindamycin,ACLI,,0.0
987,micrococcus,A_MICROCOCCUS,micrococcus sp.,MICROC,erythromycin,AERY,,0.0
988,micrococcus,A_MICROCOCCUS,micrococcus sp.,MICROC,gentamicin,AGEN,,0.0
989,micrococcus,A_MICROCOCCUS,micrococcus sp.,MICROC,nitrofurantoin,ANIT,,0.0
990,micrococcus,A_MICROCOCCUS,micrococcus sp.,MICROC,penicillin,APEN,,0.0
991,micrococcus,A_MICROCOCCUS,micrococcus sp.,MICROC,teicoplanin,ATEI,,0.0
992,micrococcus,A_MICROCOCCUS,micrococcus sp.,MICROC,trimethoprim,ATRI,,1.0
993,micrococcus,A_MICROCOCCUS,micrococcus sp.,MICROC,vancomycin,AVAN,,0.0
994,mixed,A_MIXED,mixed bacterial growth,A_MBG,amikacin,AAMI,,0.0
995,mixed,A_MIXED,mixed bacterial growth,A_MBG,augmentin,AAUG,,0.363636363636
996,mixed,A_MIXED,mixed bacterial growth,A_MBG,ceftazidime,ACAZ,,0.0
997,mixed,A_MIXED,mixed bacterial growth,A_MBG,cephalexin,ACELX,,0.4
998,mixed,A_MIXED,mixed bacterial growth,A_MBG,ciprofloxacin,ACIP,,0.23076923076900002
999,mixed,A_MIXED,mixed bacterial growth,A_MBG,clindamycin,ACLI,,0.0
1000,mixed,A_MIXED,mixed bacterial growth,A_MBG,colistin sulphate,ACOL,,0.0
1001,mixed,A_MIXED,mixed bacterial growth,A_MBG,cefotaxime,ACTX,,0.0
1002,mixed,A_MIXED,mixed bacterial growth,A_MBG,cefoxitin,ACXT,,0.0
1003,mixed,A_MIXED,mixed bacterial growth,A_MBG,ertapenem,AERT,,0.0
1004,mixed,A_MIXED,mixed bacterial growth,A_MBG,erythromycin,AERY,,1.0
1005,mixed,A_MIXED,mixed bacterial growth,A_MBG,esbl markers,AESBL,,1.0
1006,mixed,A_MIXED,mixed bacterial growth,A_MBG,gentamicin,AGEN,,0.08333333333330001
1007,mixed,A_MIXED,mixed bacterial growth,A_MBG,mecillinam,AMEC,,1.0
1008,mixed,A_MIXED,mixed bacterial growth,A_MBG,meropenem,AMER,,0.0
1009,mixed,A_MIXED,mixed bacterial growth,A_MBG,nitrofurantoin,ANIT,,0.25
1010,mixed,A_MIXED,mixed bacterial growth,A_MBG,penicillin,APEN,,0.0
1011,mixed,A_MIXED,mixed bacterial growth,A_MBG,tazocin,ATAZ,,0.5
1012,mixed,A_MIXED,mixed bacterial growth,A_MBG,teicoplanin,ATEI,,0.0
1013,mixed,A_MIXED,mixed bacterial growth,A_MBG,temocillin,ATEM,,0.0
1014,mixed,A_MIXED,mixed bacterial growth,A_MBG,tetracycline,ATET,,0.0
1015,mixed,A_MIXED,mixed bacterial growth,A_MBG,trimethoprim,ATRI,,0.166666666667
1016,mixed,A_MIXED,mixed bacterial growth,A_MBG,vancomycin,AVAN,,0.0
1017,staphylococcus,A_MIXED,mixed coagulase negative staphylococci,CNS,amikacin,AAMI,,0.0
1018,staphylococcus,A_MIXED,mixed coagulase negative staphylococci,CNS,amoxycillin,AAMO,,0.33333333333299997
1019,staphylococcus,A_MIXED,mixed coagulase negative staphylococci,CNS,augmentin,AAUG,,0.0677290836653
1020,staphylococcus,A_MIXED,mixed coagulase negative staphylococci,CNS,ceftazidime,ACAZ,,0.0
1021,staphylococcus,A_MIXED,mixed coagulase negative staphylococci,CNS,cephalexin,ACELX,,0.10027855153200001
1022,staphylococcus,A_MIXED,mixed coagulase negative staphylococci,CNS,ciprofloxacin,ACIP,,0.259728082513
1023,staphylococcus,A_MIXED,mixed coagulase negative staphylococci,CNS,clindamycin,ACLI,,0.32131822863000004
1024,staphylococcus,A_MIXED,mixed coagulase negative staphylococci,CNS,colistin sulphate,ACOL,,0.0
1025,staphylococcus,A_MIXED,mixed coagulase negative staphylococci,CNS,cefotaxime,ACTX,,0.0
1026,staphylococcus,A_MIXED,mixed coagulase negative staphylococci,CNS,cefoxitin,ACXT,,0.363636363636
1027,staphylococcus,A_MIXED,mixed coagulase negative staphylococci,CNS,ertapenem,AERT,,0.0
1028,staphylococcus,A_MIXED,mixed coagulase negative staphylococci,CNS,erythromycin,AERY,,0.554984583762
1029,staphylococcus,A_MIXED,mixed coagulase negative staphylococci,CNS,fusidic acid,AFUS,,0.477083333333
1030,staphylococcus,A_MIXED,mixed coagulase negative staphylococci,CNS,gentamicin,AGEN,,0.148418491484
1031,staphylococcus,A_MIXED,mixed coagulase negative staphylococci,CNS,linezolid,ALIN,,0.0
1032,staphylococcus,A_MIXED,mixed coagulase negative staphylococci,CNS,mecillinam,AMEC,,0.0
1033,staphylococcus,A_MIXED,mixed coagulase negative staphylococci,CNS,meropenem,AMER,,0.0
1034,staphylococcus,A_MIXED,mixed coagulase negative staphylococci,CNS,flucloxacillin,AMET,,0.316666666667
1035,staphylococcus,A_MIXED,mixed coagulase negative staphylococci,CNS,mls markers,AMLS,,0.6346863468630001
1036,staphylococcus,A_MIXED,mixed coagulase negative staphylococci,CNS,mupirocin,AMUP,,0.0989399293286
1037,staphylococcus,A_MIXED,mixed coagulase negative staphylococci,CNS,nitrofurantoin,ANIT,,0.017890191240000002
1038,staphylococcus,A_MIXED,mixed coagulase negative staphylococci,CNS,novobiocin,ANOV,,0.0828025477707
1039,staphylococcus,A_MIXED,mixed coagulase negative staphylococci,CNS,penicillin,APEN,,0.755118755119
1040,staphylococcus,A_MIXED,mixed coagulase negative staphylococci,CNS,rifampicin,ARIF,,0.061403508771900005
1041,staphylococcus,A_MIXED,mixed coagulase negative staphylococci,CNS,teicoplanin,ATEI,,0.0
1042,staphylococcus,A_MIXED,mixed coagulase negative staphylococci,CNS,temocillin,ATEM,,1.0
1043,staphylococcus,A_MIXED,mixed coagulase negative staphylococci,CNS,tetracycline,ATET,,0.247899159664
1044,staphylococcus,A_MIXED,mixed coagulase negative staphylococci,CNS,trimethoprim,ATRI,,0.310942578548
1045,staphylococcus,A_MIXED,mixed coagulase negative staphylococci,CNS,vancomycin,AVAN,,0.0
1046,staphylococcus,A_MIXED,mixed coagulase negative staphylococci,CNS,cefpodoxime,A_CEFPODOX,,0.27083333333299997
1047,mixed,A_MIXED,mixed coliforms,MCOL,amikacin,AAMI,,0.14285714285700002
1048,mixed,A_MIXED,mixed coliforms,MCOL,amp c markers,AAMPC,,0.33333333333299997
1049,mixed,A_MIXED,mixed coliforms,MCOL,augmentin,AAUG,,0.33333333333299997
