,DATE,MICROORGANISM,ANTIMICROBIAL,SENSITIVITY
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
