species,year,Antibiotic_1,Antibiotic_2,Antibiotic_3,S1S2S3,S1S2R3,S1R2S3,R1S2S3,S1R2R3,R1S2R3,R1R2S3,R1R2R3,S1S2S3_observed,S1S2R3_observed,S1R2S3_observed,R1S2S3_observed,S1R2R3_observed,R1S2R3_observed,R1R2S3_observed,R1R2R3_observed,S1S2S3_predicted,S1S2R3R_predicted,S1R2S3_predicted,R1S2S3_predicted,S1R2R3_predicted,R1S2R3R_predicted,R1R2S3_predicted,R1R2R3_predicted
P. mirabilis,2017/18,CEFAZOLIN,CEFUROXIME,GENTAMICIN,1275,43,10,72,1,49,19,6,0.86440678,0.029152542,0.006779661,0.048813559,0.000677966,0.033220339,0.012881356,0.004067797,0.856583501,0.041424244,0.011482159,0.069067513,0.001043875,0.014032808,0.00460645,0.00175945
P. mirabilis,2017/18,CEFAZOLIN,CEFUROXIME,LEVOFLOXACIN,361,92,1,39,2,41,9,3,0.658759124,0.167883212,0.001824818,0.071167883,0.003649635,0.074817518,0.016423358,0.005474453,0.6391567,0.187807448,0.008224109,0.097806917,0.002963354,0.053997185,0.005989426,0.004054861
P. mirabilis,2017/18,CEFAZOLIN,CEFUROXIME,PIPERACILLIN_TAZOBACTAM,1028,1,11,112,0,2,23,0,0.873406967,0.000849618,0.009345794,0.095157179,0,0.001699235,0.019541206,0,0.869957287,0.001384517,0.015533654,0.104376271,0,0.000651716,0.008096556,0
P. mirabilis,2017/18,CEFAZOLIN,CEFUROXIME,SULFA_TRIMETHOPRIM,1088,230,7,48,4,73,16,9,0.737627119,0.155932203,0.004745763,0.032542373,0.002711864,0.049491525,0.010847458,0.006101695,0.724058235,0.172864779,0.009412108,0.053038521,0.003271113,0.031005625,0.00343039,0.002919229
P. mirabilis,2017/18,CEFAZOLIN,CEFUROXIME,TOBRAMYCIN,1231,43,10,76,1,39,20,5,0.863859649,0.030175439,0.007017544,0.053333333,0.000701754,0.027368421,0.014035088,0.003508772,0.856274195,0.040385218,0.012054448,0.071552826,0.001015086,0.012133515,0.005054413,0.001530299
P. mirabilis,2017/18,CEFAZOLIN,CIPROFLOXACIN,GENTAMICIN,2477,55,836,89,66,23,62,56,0.676037118,0.015010917,0.228165939,0.024290393,0.0180131,0.006277293,0.016921397,0.015283843,0.668281899,0.022266945,0.235961397,0.03000645,0.016621288,0.003784066,0.018220339,0.004857617
P. mirabilis,2017/18,CEFAZOLIN,CIPROFLOXACIN,LEVOFLOXACIN,1349,3,60,74,464,0,7,74,0.664204825,0.001477105,0.029542097,0.036435254,0.228458887,0,0.003446578,0.036435254,0.672187801,0.01776854,0.09080356,0.037705539,0.148135639,0.001654766,0.008559862,0.023184292
P. mirabilis,2017/18,CEFAZOLIN,CIPROFLOXACIN,PIPERACILLIN_TAZOBACTAM,2278,1,834,103,1,4,112,1,0.683263347,0.00029994,0.25014997,0.030893821,0.00029994,0.00119976,0.033593281,0.00029994,0.676752196,0.000786195,0.258206172,0.038543295,0.000300976,0.000269352,0.024966752,0.000175064
P. mirabilis,2017/18,CEFAZOLIN,CIPROFLOXACIN,SULFA_TRIMETHOPRIM,2410,121,378,88,522,24,20,98,0.658290085,0.033051079,0.103250478,0.024037148,0.142583993,0.006555586,0.005462988,0.026768642,0.62977529,0.072867271,0.149901548,0.026074383,0.089850299,0.006676823,0.010682954,0.014171431
P. mirabilis,2017/18,CEFAZOLIN,CIPROFLOXACIN,TOBRAMYCIN,1808,32,448,70,50,17,45,35,0.721756487,0.012774451,0.178842315,0.027944112,0.01996008,0.006786427,0.017964072,0.013972056,0.712387377,0.021938344,0.189888053,0.03497408,0.015032147,0.003798825,0.01718333,0.004797844
P. mirabilis,2017/18,CEFAZOLIN,GENTAMICIN,LEVOFLOXACIN,1375,432,35,66,36,37,15,37,0.676340384,0.212493851,0.017215937,0.032464338,0.017707821,0.018199705,0.007378259,0.018199705,0.668426798,0.219695749,0.024680671,0.038249551,0.017180934,0.02085711,0.005062469,0.005846719
P. mirabilis,2017/18,CEFAZOLIN,GENTAMICIN,PIPERACILLIN_TAZOBACTAM,3001,2,113,137,0,4,78,1,0.899580336,0.00059952,0.033872902,0.041067146,0,0.001199041,0.023381295,0.00029976,0.89525484,0.000992091,0.042844832,0.0509728,7.86E+09,0.000339902,0.009413101,0.000103868
P. mirabilis,2017/18,CEFAZOLIN,GENTAMICIN,SULFA_TRIMETHOPRIM,2749,563,40,94,81,57,14,65,0.75047775,0.153699154,0.010920011,0.025662026,0.022113022,0.015561016,0.003822004,0.017745018,0.742975718,0.166724994,0.019571792,0.031218034,0.015464248,0.015494623,0.003111996,0.005438594
P. mirabilis,2017/18,CEFAZOLIN,GENTAMICIN,TOBRAMYCIN,2241,12,15,105,71,1,10,51,0.894253791,0.004788508,0.005985634,0.041899441,0.028332003,0.000399042,0.003990423,0.020351157,0.905839459,0.012933867,0.018269466,0.044361165,0.007741146,0.002220564,0.003473929,0.005160403
P. mirabilis,2017/18,CEFAZOLIN,LEVOFLOXACIN,PIPERACILLIN_TAZOBACTAM,1311,1,441,73,0,3,72,1,0.689274448,0.000525762,0.231861199,0.038380652,0,0.001577287,0.03785489,0.000525762,0.682078649,0.000876051,0.240756194,0.047227101,0.000253952,0.000421696,0.028179712,0.000206645
P. mirabilis,2017/18,CEFAZOLIN,LEVOFLOXACIN,SULFA_TRIMETHOPRIM,1329,81,209,63,258,18,9,65,0.654035433,0.039862205,0.102854331,0.031003937,0.126968504,0.008858268,0.004429134,0.031988189,0.626933543,0.078494851,0.142783828,0.032511914,0.081596911,0.009309221,0.012297718,0.016072015
P. mirabilis,2017/18,CEFAZOLIN,LEVOFLOXACIN,TOBRAMYCIN,936,20,174,49,20,9,22,20,0.7488,16,0.1392,0.0392,16,0.0072,0.0176,16,0.740547375,0.024121385,0.14881088,0.04613235,0.012761601,0.005058902,0.017511613,0.005055894
P. mirabilis,2017/18,CEFAZOLIN,PIPERACILLIN_TAZOBACTAM,SULFA_TRIMETHOPRIM,2507,606,1,99,1,116,3,2,0.751724138,0.181709145,0.00029985,0.029685157,0.00029985,0.034782609,0.00089955,0.0005997,0.744059356,0.192672421,0.000738883,0.039434249,0.000314802,0.022325227,0.000235604,0.000219459
P. mirabilis,2017/18,CEFAZOLIN,PIPERACILLIN_TAZOBACTAM,TOBRAMYCIN,1959,79,2,105,0,51,1,1,0.891264786,0.035941765,0.000909918,0.047770701,0,0.023202912,0.000454959,0.000454959,0.886740262,0.044667126,0.001059047,0.057038852,0.000122724,0.010026199,0.000246223,9.96E+09
P. mirabilis,2017/18,CEFAZOLIN,SULFA_TRIMETHOPRIM,TOBRAMYCIN,1932,27,324,69,56,10,46,42,0.770949721,0.010774142,0.129289705,0.027533919,0.022346369,0.003990423,0.018355946,0.016759777,0.762573708,0.019889719,0.144422123,0.034574629,0.014256581,0.003161459,0.015691434,0.005430347
P. mirabilis,2017/18,CEFTAZIDIME,CEFTRIAXONE,CEFUROXIME,1209,23,4,1,6,0,1,6,0.9672,0.0184,0.0032,8.00E-04,0.0048,0,8.00E-04,0.0048,0.970257534,0.020683635,0.005619193,0.001122448,0.00134601,0.000268039,0.000190901,0.00051224
P. mirabilis,2017/18,CEFTAZIDIME,CEFTRIAXONE,CIPROFLOXACIN,2753,756,17,6,7,3,19,20,0.76877967,0.211114214,0.004747277,0.00167551,0.001954761,0.000837755,0.005305781,0.005585032,0.770212953,0.212020688,0.007276125,0.003705702,0.003307144,0.001864273,0.000881164,0.00073195
P. mirabilis,2017/18,CEFTAZIDIME,CEFTRIAXONE,GENTAMICIN,3345,167,19,9,5,0,31,8,0.933314732,0.046595982,0.005301339,0.002511161,0.001395089,0,0.008649554,0.002232143,0.935010324,0.047176894,0.009437311,0.005161339,0.001088106,0.000515056,0.001311828,0.000299143
P. mirabilis,2017/18,CEFTAZIDIME,CEFTRIAXONE,LEVOFLOXACIN,2227,533,12,6,4,3,18,19,0.789156627,0.18887314,0.004252303,0.002126152,0.001417434,0.001063076,0.006378455,0.006732814,0.791272845,0.189856028,0.006983095,0.004678122,0.002994411,0.002194398,0.00109943,0.000921672
P. mirabilis,2017/18,CEFTAZIDIME,CEFTRIAXONE,PIPERACILLIN_TAZOBACTAM,3462,2,23,9,0,0,30,8,0.979626486,0.000565931,0.006508206,0.002546689,0,0,0.008488964,0.002263724,0.982512676,0.000564988,0.009892903,0.005297871,9.21E+08,5.76E+09,0.001345187,0.000236702
P. mirabilis,2017/18,CEFTAZIDIME,CEFTRIAXONE,SULFA_TRIMETHOPRIM,2895,614,15,7,9,2,28,11,0.808433398,0.171460486,0.004188774,0.001954761,0.002513264,0.000558503,0.007819045,0.003071768,0.809371772,0.172538983,0.008147934,0.004495367,0.002571141,0.001262247,0.0011391,0.000473457
P. mirabilis,2017/18,CEFTAZIDIME,CEFTRIAXONE,TOBRAMYCIN,2670,118,19,9,4,0,14,4,0.940803383,0.041578576,0.006694856,0.003171247,0.001409443,0,0.004933051,0.001409443,0.941132391,0.042071683,0.009487218,0.004945317,0.000994973,0.000432827,0.000776211,0.00015938
P. mirabilis,2017/18,CEFTAZIDIME,CEFUROXIME,CIPROFLOXACIN,915,306,17,2,15,0,3,3,0.725614592,0.242664552,0.013481364,0.001586043,0.011895321,0,0.002379064,0.002379064,0.72367177,0.24533654,0.017301714,0.00214524,0.009632853,0.000959903,0.00054874,0.00040324
P. mirabilis,2017/18,CEFTAZIDIME,CEFUROXIME,GENTAMICIN,1146,76,27,2,5,0,2,4,0.908082409,0.06022187,0.021394612,0.001584786,0.003961965,0,0.001584786,0.003169572,0.908198596,0.061405911,0.023358678,0.002145563,0.003419511,0.000552048,0.00059065,0.000329043
P. mirabilis,2017/18,CEFTAZIDIME,CEFUROXIME,LEVOFLOXACIN,365,121,11,2,1,0,1,3,0.724206349,0.240079365,0.021825397,0.003968254,0.001984127,0,0.001984127,0.005952381,0.726657726,0.237670643,0.020647143,0.004163835,0.006790243,0.002390854,0.001064795,0.00061476
P. mirabilis,2017/18,CEFTAZIDIME,CEFUROXIME,PIPERACILLIN_TAZOBACTAM,1196,2,30,1,0,1,6,0,0.96763754,0.001618123,0.024271845,0.000809061,0,0.000809061,0.004854369,0,0.96754984,0.001956396,0.026552764,0.002987196,0,5.65E+09,0.000897281,0
P. mirabilis,2017/18,CEFTAZIDIME,CEFUROXIME,SULFA_TRIMETHOPRIM,955,267,18,2,14,0,4,2,0.756735341,0.211568938,0.014263074,0.001584786,0.011093502,0,0.003169572,0.001584786,0.754702385,0.214225973,0.018516994,0.002397587,0.008486251,0.000731162,0.000629637,0.000310012
P. mirabilis,2017/18,CEFTAZIDIME,CEFUROXIME,TOBRAMYCIN,1108,64,28,2,4,0,2,4,0.914191419,0.052805281,0.02310231,0.001650165,0.00330033,0,0.001650165,0.00330033,0.914541957,0.053727598,0.024843567,0.002241794,0.0031388,0.0005383,0.000638345,0.00032964
P. mirabilis,2017/18,CEFTAZIDIME,CIPROFLOXACIN,GENTAMICIN,2692,85,678,21,91,4,19,4,0.749026155,0.023650529,0.188647746,0.005843072,0.025319978,0.001112966,0.005286589,0.001112966,0.742031494,0.03071382,0.197919717,0.007670425,0.016698438,0.000621305,0.003729107,0.000615694
P. mirabilis,2017/18,CEFTAZIDIME,CIPROFLOXACIN,LEVOFLOXACIN,2195,3,51,23,538,0,1,22,0.774797035,0.001058948,0.018002118,0.008118602,0.189904695,0,0.000352983,0.007765619,0.804749043,0.0145256,0.063785971,0.008509642,0.102733308,0.000299638,0.001302963,0.004093834
P. mirabilis,2017/18,CEFTAZIDIME,CIPROFLOXACIN,PIPERACILLIN_TAZOBACTAM,2750,2,744,18,0,6,21,2,0.77617838,0.000564493,0.209991533,0.00508044,0,0.00169348,0.00592718,0.000564493,0.775033677,0.000996864,0.211850992,0.007646679,0.00025916,0.000186186,0.003935309,9.11E+09
P. mirabilis,2017/18,CEFTAZIDIME,CIPROFLOXACIN,SULFA_TRIMETHOPRIM,2616,160,300,24,467,1,11,12,0.728487886,0.044555834,0.083542189,0.006683375,0.130047341,0.000278474,0.003063214,0.003341688,0.705855547,0.080828928,0.127345034,0.007338653,0.073284071,0.001104498,0.002415953,0.001827316
P. mirabilis,2017/18,CEFTAZIDIME,CIPROFLOXACIN,TOBRAMYCIN,2294,63,403,14,60,2,9,2,0.80576045,0.022128556,0.141552511,0.004917457,0.021074816,0.000702494,0.003161222,0.000702494,0.800097337,0.028674357,0.149824982,0.006087605,0.012412051,0.000426041,0.00213262,0.000345006
P. mirabilis,2017/18,CEFTAZIDIME,GENTAMICIN,LEVOFLOXACIN,2174,478,73,21,64,18,3,4,0.766843034,0.168606702,0.025749559,0.007407407,0.022574956,0.006349206,0.001058201,0.001410935,0.76015303,0.177469087,0.03214875,0.009526879,0.014935159,0.004335907,0.000751029,0.000680159
P. mirabilis,2017/18,CEFTAZIDIME,GENTAMICIN,PIPERACILLIN_TAZOBACTAM,3329,1,169,31,1,8,8,0,0.938539611,0.000281928,0.047645898,0.00873978,0.000281928,0.002255427,0.002255427,0,0.937987475,0.00116079,0.048642555,0.010718392,8.74E+09,0.000251243,0.00111419,3.79E+09
P. mirabilis,2017/18,CEFTAZIDIME,GENTAMICIN,SULFA_TRIMETHOPRIM,2864,505,53,32,124,8,3,5,0.796883695,0.140511964,0.0147468,0.008903728,0.034501948,0.002225932,0.000834725,0.001391208,0.789761485,0.154352072,0.025172527,0.0094263,0.017741272,0.0024179,0.000586207,0.000542237
P. mirabilis,2017/18,CEFTAZIDIME,GENTAMICIN,TOBRAMYCIN,2668,14,29,22,111,0,1,4,0.936468936,0.004914005,0.01017901,0.007722008,0.038961039,0,0.000351,0.001404001,0.94410042,0.014662925,0.022779139,0.007896299,0.009601523,0.000237562,0.000397541,0.000324591
P. mirabilis,2017/18,CEFTAZIDIME,LEVOFLOXACIN,PIPERACILLIN_TAZOBACTAM,2223,0,522,17,0,6,20,2,0.796774194,0,0.187096774,0.00609319,0,0.002150538,0.007168459,0.000716846,0.795988522,0,0.189735222,0.009400061,0,0.000226218,0.004522241,0.000127736
P. mirabilis,2017/18,CEFTAZIDIME,LEVOFLOXACIN,SULFA_TRIMETHOPRIM,2107,140,217,23,324,1,10,12,0.743472124,0.049400141,0.076570219,0.008115737,0.114326041,0.000352858,0.003528582,0.004234298,0.722898291,0.083107053,0.11579703,0.008902668,0.062949902,0.001437655,0.002782589,0.002124812
P. mirabilis,2017/18,CEFTAZIDIME,LEVOFLOXACIN,TOBRAMYCIN,1758,52,222,13,32,1,9,2,0.841550981,0.024892293,0.106270943,0.006223073,0.015318334,0.000478698,0.004308281,0.000957396,0.836913805,0.029820604,0.113228306,0.007758615,0.008947373,0.000495635,0.002483781,0.000351881
P. mirabilis,2017/18,CEFTAZIDIME,PIPERACILLIN_TAZOBACTAM,SULFA_TRIMETHOPRIM,2886,610,1,27,1,12,7,1,0.814104372,0.172073343,0.000282087,0.007616361,0.000282087,0.003385049,0.001974612,0.000282087,0.813527381,0.172939555,0.001019709,0.009324699,0.000234554,0.002664354,0.000221321,6.84E+09
P. mirabilis,2017/18,CEFTAZIDIME,PIPERACILLIN_TAZOBACTAM,TOBRAMYCIN,2662,122,1,18,1,4,5,0,0.946320654,0.043370068,0.000355492,0.006398862,0.000355492,0.001421969,0.001777462,0,0.94588954,0.044078344,0.001199579,0.007814397,0.00010525,0.000706609,0.00017627,3.00E+09
P. mirabilis,2017/18,CEFTAZIDIME,SULFA_TRIMETHOPRIM,TOBRAMYCIN,2337,41,360,19,84,2,4,2,0.82028782,0.014391014,0.126360126,0.006669007,0.029484029,0.000702001,0.001404001,0.000702001,0.814291908,0.023683247,0.138302085,0.007066548,0.014472441,0.000398125,0.001484692,0.000300955
P. mirabilis,2017/18,CEFTRIAXONE,CEFUROXIME,CIPROFLOXACIN,916,309,12,5,11,0,5,7,0.724110672,0.244268775,0.009486166,0.003952569,0.008695652,0,0.003952569,0.005533597,0.723357271,0.246038617,0.013466148,0.004797288,0.008136847,0.002324846,0.001009709,0.000869274
P. mirabilis,2017/18,CEFTRIAXONE,CEFUROXIME,GENTAMICIN,1151,74,20,4,3,1,6,6,0.909881423,0.058498024,0.015810277,0.003162055,0.002371542,0.000790514,0.004743083,0.004743083,0.910568796,0.059500322,0.018719934,0.005375901,0.002824267,0.001146146,0.001249547,0.000615086
P. mirabilis,2017/18,CEFTRIAXONE,CEFUROXIME,LEVOFLOXACIN,362,118,7,2,1,0,2,3,0.731313131,0.238383838,0.014141414,0.004040404,0.002020202,0,0.004040404,0.006060606,0.733143834,0.23704991,0.014882782,0.004927202,0.005634471,0.002429525,0.001225014,0.000707262
P. mirabilis,2017/18,CEFTRIAXONE,CEFUROXIME,PIPERACILLIN_TAZOBACTAM,1199,2,22,4,0,1,11,0,0.9677159,0.001614205,0.017756255,0.00322841,0,0.000807103,0.008878128,0,0.967643896,0.001955692,0.021690999,0.006920171,0,8.92E+09,0.001700013,0
P. mirabilis,2017/18,CEFTRIAXONE,CEFUROXIME,SULFA_TRIMETHOPRIM,955,270,14,4,9,1,5,7,0.754940711,0.213438735,0.011067194,0.003162055,0.007114625,0.000790514,0.003952569,0.005533597,0.754276096,0.215152254,0.014547679,0.004644155,0.007163366,0.002327586,0.001012698,0.000876167
P. mirabilis,2017/18,CEFTRIAXONE,CEFUROXIME,TOBRAMYCIN,1104,61,20,4,3,1,7,5,0.916182573,0.050622407,0.01659751,0.003319502,0.002489627,0.000829876,0.005809129,0.004149378,0.916557379,0.051735953,0.020103544,0.005940115,0.002611215,0.001037768,0.001436523,0.000577504
P. mirabilis,2017/18,CEFTRIAXONE,CIPROFLOXACIN,GENTAMICIN,3113,91,814,33,102,8,23,8,0.742604962,0.021708015,0.194179389,0.007872137,0.024332061,0.001908397,0.005486641,0.001908397,0.735668552,0.028931346,0.202892991,0.009937827,0.016306053,0.000942314,0.004457216,0.000863701
P. mirabilis,2017/18,CEFTRIAXONE,CIPROFLOXACIN,LEVOFLOXACIN,2184,2,50,30,536,1,1,22,0.772823779,0.000707714,0.017692852,0.010615711,0.189667374,0.000353857,0.000353857,0.007784855,0.802739816,0.014500941,0.063080454,0.011260815,0.102394441,0.000357046,0.00147214,0.004194346
P. mirabilis,2017/18,CEFTRIAXONE,CIPROFLOXACIN,PIPERACILLIN_TAZOBACTAM,3171,2,889,33,1,6,29,2,0.767239293,0.00048391,0.215097992,0.007984515,0.000241955,0.00145173,0.007016695,0.00048391,0.76575209,0.001040123,0.217081715,0.010491034,0.000337334,0.000188307,0.005006589,0.000102809
P. mirabilis,2017/18,CEFTRIAXONE,CIPROFLOXACIN,SULFA_TRIMETHOPRIM,3024,180,353,35,561,6,13,18,0.721718377,0.042959427,0.08424821,0.008353222,0.133890215,0.001431981,0.003102625,0.004295943,0.698029285,0.08062764,0.128958892,0.009414005,0.075979005,0.001641444,0.002831484,0.002518244
P. mirabilis,2017/18,CEFTRIAXONE,CIPROFLOXACIN,TOBRAMYCIN,2529,65,469,25,65,4,11,5,0.797037504,0.020485345,0.147809644,0.007878979,0.020485345,0.001260637,0.003466751,0.001575796,0.791423021,0.027088106,0.155669845,0.009169763,0.012379091,0.000753602,0.002952768,0.000563803
P. mirabilis,2017/18,CEFTRIAXONE,GENTAMICIN,LEVOFLOXACIN,2164,477,70,26,62,17,5,6,0.765475769,0.168730103,0.024761231,0.009197029,0.021931376,0.006013442,0.001768659,0.002122391,0.758867723,0.177035473,0.031396224,0.011406578,0.014684327,0.004666377,0.001067643,0.000875655
P. mirabilis,2017/18,CEFTRIAXONE,GENTAMICIN,PIPERACILLIN_TAZOBACTAM,3878,2,186,46,1,8,16,0,0.937394247,0.000483442,0.044960116,0.011119168,0.000241721,0.001933768,0.003867537,0,0.936366928,0.001284297,0.046640392,0.013644137,8.92E+07,0.000247418,0.001685079,4.26E+09
P. mirabilis,2017/18,CEFTRIAXONE,GENTAMICIN,SULFA_TRIMETHOPRIM,3317,610,60,43,134,13,5,11,0.791080372,0.145480563,0.014309564,0.010255187,0.031958025,0.003100405,0.001192464,0.00262342,0.784038116,0.158464688,0.02423788,0.011162355,0.016991937,0.003398719,0.000829868,0.000876438
P. mirabilis,2017/18,CEFTRIAXONE,GENTAMICIN,TOBRAMYCIN,2970,14,29,34,118,0,2,9,0.935138539,0.00440806,0.009130982,0.01070529,0.037153652,0,0.000629723,0.002833753,0.943487327,0.013512909,0.021272876,0.011034156,0.00903329,0.000376637,0.000637569,0.000645235
P. mirabilis,2017/18,CEFTRIAXONE,LEVOFLOXACIN,PIPERACILLIN_TAZOBACTAM,2211,0,519,23,0,6,21,2,0.794751977,0,0.186556434,0.008267434,0,0.002156722,0.007548526,0.000718907,0.793906856,0,0.189109852,0.011543013,0,0.000255077,0.005054049,0.000131152
P. mirabilis,2017/18,CEFTRIAXONE,LEVOFLOXACIN,SULFA_TRIMETHOPRIM,2098,136,215,27,323,4,11,12,0.742392074,0.048124558,0.076079264,0.00955414,0.114295824,0.001415428,0.003892427,0.004246285,0.721301086,0.082474495,0.1154359,0.010890801,0.062607679,0.001813897,0.003059269,0.002416874
P. mirabilis,2017/18,CEFTRIAXONE,LEVOFLOXACIN,TOBRAMYCIN,1748,50,223,18,29,2,7,4,0.839980778,0.02402691,0.107160019,0.008649688,0.013935608,0.000961076,0.003363767,0.001922153,0.835875141,0.028715605,0.11293158,0.009928606,0.00856404,0.000834642,0.002657285,0.000493102
P. mirabilis,2017/18,CEFTRIAXONE,PIPERACILLIN_TAZOBACTAM,SULFA_TRIMETHOPRIM,3338,724,1,40,2,22,7,1,0.807255139,0.175090689,0.000241838,0.009673519,0.000483676,0.005320435,0.001692866,0.000241838,0.806015185,0.176621234,0.00106598,0.01181435,0.000304386,0.003883868,0.000206526,8.85E+08
P. mirabilis,2017/18,CEFTRIAXONE,PIPERACILLIN_TAZOBACTAM,TOBRAMYCIN,2962,129,2,30,1,9,5,0,0.943913321,0.041108987,0.000637349,0.009560229,0.000318674,0.002868069,0.001593372,0,0.943048734,0.042415585,0.001421064,0.011510968,0.000112486,0.001253597,0.000199358,3.82E+09
P. mirabilis,2017/18,CEFTRIAXONE,SULFA_TRIMETHOPRIM,TOBRAMYCIN,2595,46,404,28,86,3,8,6,0.817065491,0.014483627,0.12720403,0.008816121,0.027078086,0.000944584,0.002518892,0.001889169,0.811095522,0.023257854,0.1384635,0.009627902,0.013727117,0.000657962,0.002564273,0.00060587
P. mirabilis,2017/18,CEFUROXIME,CIPROFLOXACIN,GENTAMICIN,1183,38,352,15,68,5,16,4,0.703747769,0.022605592,0.209399167,0.00892326,0.040452112,0.00297442,0.009518144,0.002379536,0.691966857,0.03445005,0.224930116,0.012585461,0.026145003,0.00128474,0.006975328,0.001662445
P. mirabilis,2017/18,CEFUROXIME,CIPROFLOXACIN,LEVOFLOXACIN,488,1,33,11,171,0,1,6,0.686357243,0.00140647,0.046413502,0.015471167,0.240506329,0,0.00140647,0.008438819,0.689078575,0.017724085,0.11617658,0.015684924,0.152303935,0.000496498,0.003266061,0.005269343
P. mirabilis,2017/18,CEFUROXIME,CIPROFLOXACIN,PIPERACILLIN_TAZOBACTAM,984,3,358,18,0,0,20,0,0.711496746,0.002169197,0.258857556,0.013015184,0,0,0.014461316,0,0.709253554,0.001834901,0.26235932,0.016117391,0,0,0.010434833,0
P. mirabilis,2017/18,CEFUROXIME,CIPROFLOXACIN,SULFA_TRIMETHOPRIM,1163,58,135,15,285,5,9,11,0.691850089,0.034503272,0.08030934,0.00892326,0.169541939,0.00297442,0.005353956,0.006543724,0.662706663,0.078782304,0.135892895,0.011533119,0.10015464,0.002177704,0.004032324,0.004720352
P. mirabilis,2017/18,CEFUROXIME,CIPROFLOXACIN,TOBRAMYCIN,1167,30,322,14,61,6,18,2,0.72037037,0.018518519,0.198765432,0.008641975,0.037654321,0.003703704,0.011111111,0.001234568,0.708253175,0.030569489,0.214958861,0.013420976,0.022874916,0.001171603,0.007201096,0.001549885
P. mirabilis,2017/18,CEFUROXIME,GENTAMICIN,LEVOFLOXACIN,501,137,21,9,35,3,3,3,0.703651685,0.19241573,0.029494382,0.012640449,0.049157303,0.004213483,0.004213483,0.004213483,0.691578376,0.207993282,0.044447323,0.014380602,0.032104119,0.005327715,0.002205884,0.001962699
P. mirabilis,2017/18,CEFUROXIME,GENTAMICIN,PIPERACILLIN_TAZOBACTAM,1244,2,99,29,1,0,9,0,0.898843931,0.001445087,0.071531792,0.020953757,0.000722543,0,0.00650289,0,0.897190124,0.001680769,0.074032623,0.023023866,0.000336693,0,0.003735925,0
P. mirabilis,2017/18,CEFUROXIME,GENTAMICIN,SULFA_TRIMETHOPRIM,1271,265,28,21,78,10,3,6,0.755648038,0.157550535,0.016646849,0.012485137,0.046373365,0.005945303,0.001783591,0.003567182,0.744854453,0.176583041,0.030309469,0.014383272,0.025637733,0.005418102,0.00120046,0.00161347
P. mirabilis,2017/18,CEFUROXIME,GENTAMICIN,TOBRAMYCIN,1471,8,18,30,83,1,2,7,0.908024691,0.004938272,0.011111111,0.018518519,0.051234568,0.000617284,0.001234568,0.004320988,0.917521748,0.017563887,0.027676911,0.019473354,0.014514338,0.000753948,0.001211172,0.001284642
P. mirabilis,2017/18,CEFUROXIME,LEVOFLOXACIN,PIPERACILLIN_TAZOBACTAM,433,1,153,10,0,0,6,0,0.718076285,0.001658375,0.253731343,0.016583748,0,0,0.009950249,0,0.717156521,0.001407548,0.255100613,0.017987892,0,0,0.008347426,0
P. mirabilis,2017/18,CEFUROXIME,LEVOFLOXACIN,SULFA_TRIMETHOPRIM,496,26,42,10,130,2,3,3,0.696629213,0.036516854,0.058988764,0.014044944,0.18258427,0.002808989,0.004213483,0.004213483,0.669523153,0.084808722,0.114610807,0.015779801,0.106100223,0.00230207,0.003327496,0.003547729
P. mirabilis,2017/18,CEFUROXIME,LEVOFLOXACIN,TOBRAMYCIN,480,16,123,8,25,4,4,2,0.725075529,0.024169184,0.185800604,0.012084592,0.03776435,0.006042296,0.006042296,0.003021148,0.714012324,0.037691556,0.198970035,0.015667058,0.023922192,0.002242733,0.005651509,0.001842593
P. mirabilis,2017/18,CEFUROXIME,PIPERACILLIN_TAZOBACTAM,SULFA_TRIMETHOPRIM,1036,307,2,23,1,15,0,0,0.748554913,0.221820809,0.001445087,0.016618497,0.000722543,0.01083815,0,0,0.746600498,0.224256434,0.001533479,0.018694218,0.000590663,0.008324707,0,0
P. mirabilis,2017/18,CEFUROXIME,PIPERACILLIN_TAZOBACTAM,TOBRAMYCIN,1195,86,2,30,1,8,0,0,0.903933434,0.06505295,0.001512859,0.02269289,0.00075643,0.006051437,0,0,0.902383849,0.067390666,0.001764511,0.024604928,0.000336374,0.003519673,0,0
P. mirabilis,2017/18,CEFUROXIME,SULFA_TRIMETHOPRIM,TOBRAMYCIN,1242,23,247,20,68,4,12,4,0.766666667,0.014197531,0.152469136,0.012345679,0.041975309,0.002469136,0.007407407,0.002469136,0.755974331,0.027335851,0.170898113,0.015264938,0.022275475,0.001116393,0.005646374,0.001488525
P. mirabilis,2017/18,CIPROFLOXACIN,GENTAMICIN,LEVOFLOXACIN,2384,4,77,71,0,570,7,89,0.744534666,0.001249219,0.02404747,0.022173641,0,0.178013741,0.002186134,0.027795128,0.767860803,0.014968797,0.025504957,0.07082488,0.001058411,0.099543166,0.005069981,0.015169006
P. mirabilis,2017/18,CIPROFLOXACIN,GENTAMICIN,PIPERACILLIN_TAZOBACTAM,3405,7,109,965,1,4,137,0,0.73573898,0.001512532,0.02355229,0.208513397,0.000216076,0.000864304,0.02960242,0,0.729295684,0.001745836,0.031068645,0.217646125,9.45E+09,0.000657879,0.019416733,7.46E+09
