species,year,Conditioning_Resistant,Antibiotic_1,Antibiotic_2,S1S2,S1R2,R1S2,R1R2,MIS
P. mirabilis,2017/18,SULFA_TRIMETHOPRIM,CEFTAZIDIME,PIPERACILLIN_TAZOBACTAM,610,1,12,1,0.009184653
P. mirabilis,2017/18,SULFA_TRIMETHOPRIM,CEFTAZIDIME,TOBRAMYCIN,360,84,4,2,0.007976524
P. mirabilis,2017/18,SULFA_TRIMETHOPRIM,CEFTRIAXONE,CEFUROXIME,270,9,1,7,0.114474985
P. mirabilis,2017/18,SULFA_TRIMETHOPRIM,CEFTRIAXONE,CIPROFLOXACIN,180,561,6,18,-0.000863172
P. mirabilis,2017/18,SULFA_TRIMETHOPRIM,CEFTRIAXONE,GENTAMICIN,610,134,13,11,0.036232844
P. mirabilis,2017/18,SULFA_TRIMETHOPRIM,CEFTRIAXONE,LEVOFLOXACIN,136,323,4,12,0.005956193
P. mirabilis,2017/18,SULFA_TRIMETHOPRIM,CEFTRIAXONE,PIPERACILLIN_TAZOBACTAM,724,2,22,1,0.006583813
P. mirabilis,2017/18,SULFA_TRIMETHOPRIM,CEFTRIAXONE,TOBRAMYCIN,404,86,8,6,0.029408549
P. mirabilis,2017/18,SULFA_TRIMETHOPRIM,CEFUROXIME,CIPROFLOXACIN,58,285,5,11,-0.025728919
P. mirabilis,2017/18,SULFA_TRIMETHOPRIM,CEFUROXIME,GENTAMICIN,265,78,10,6,0.026057825
P. mirabilis,2017/18,SULFA_TRIMETHOPRIM,CEFUROXIME,LEVOFLOXACIN,26,130,2,3,-0.030230173
P. mirabilis,2017/18,SULFA_TRIMETHOPRIM,CEFUROXIME,PIPERACILLIN_TAZOBACTAM,307,1,15,0,0.012935816
P. mirabilis,2017/18,SULFA_TRIMETHOPRIM,CEFUROXIME,TOBRAMYCIN,247,68,12,4,0.006354017
P. mirabilis,2017/18,SULFA_TRIMETHOPRIM,CIPROFLOXACIN,GENTAMICIN,159,44,589,144,-0.013858286
P. mirabilis,2017/18,SULFA_TRIMETHOPRIM,CIPROFLOXACIN,LEVOFLOXACIN,129,1,29,398,0.560704034
P. mirabilis,2017/18,SULFA_TRIMETHOPRIM,CIPROFLOXACIN,PIPERACILLIN_TAZOBACTAM,194,1,681,3,-0.000517962
P. mirabilis,2017/18,SULFA_TRIMETHOPRIM,CIPROFLOXACIN,TOBRAMYCIN,131,28,364,100,0.029676265
P. mirabilis,2017/18,SULFA_TRIMETHOPRIM,GENTAMICIN,LEVOFLOXACIN,121,313,37,87,-0.013577768
P. mirabilis,2017/18,SULFA_TRIMETHOPRIM,GENTAMICIN,PIPERACILLIN_TAZOBACTAM,704,3,174,1,0.0009561
P. mirabilis,2017/18,SULFA_TRIMETHOPRIM,GENTAMICIN,TOBRAMYCIN,469,13,27,117,0.513425813
P. mirabilis,2017/18,SULFA_TRIMETHOPRIM,LEVOFLOXACIN,PIPERACILLIN_TAZOBACTAM,150,1,377,1,-0.003356274
P. mirabilis,2017/18,SULFA_TRIMETHOPRIM,LEVOFLOXACIN,TOBRAMYCIN,99,24,182,52,0.024382028
P. mirabilis,2017/18,SULFA_TRIMETHOPRIM,PIPERACILLIN_TAZOBACTAM,TOBRAMYCIN,449,120,2,1,0.002658542
P. mirabilis,2015/16,CEFAZOLIN,AMPICILLIN,AMPICILLIN_SULBACTAM,11,1,19,92,0.259728553
P. mirabilis,2015/16,CEFAZOLIN,AMPICILLIN,CEFTRIAXONE,12,0,62,33,0.111434322
P. mirabilis,2015/16,CEFAZOLIN,AMPICILLIN,CIPROFLOXACIN,7,7,52,72,0.029491334
P. mirabilis,2015/16,CEFAZOLIN,AMPICILLIN,GENTAMICIN,15,0,69,55,0.144936872
P. mirabilis,2015/16,CEFAZOLIN,AMPICILLIN,PIPERACILLIN_TAZOBACTAM,11,0,107,2,-0.020557066
P. mirabilis,2015/16,CEFAZOLIN,AMPICILLIN,SULFA_TRIMETHOPRIM,12,3,56,68,0.129655692
P. mirabilis,2015/16,CEFAZOLIN,AMPICILLIN_SULBACTAM,CIPROFLOXACIN,15,15,38,55,0.067519497
P. mirabilis,2015/16,CEFAZOLIN,AMPICILLIN_SULBACTAM,GENTAMICIN,30,0,43,50,0.334041206
P. mirabilis,2015/16,CEFAZOLIN,AMPICILLIN_SULBACTAM,PIPERACILLIN_TAZOBACTAM,23,0,80,2,-0.003052006
P. mirabilis,2015/16,CEFAZOLIN,AMPICILLIN_SULBACTAM,SULFA_TRIMETHOPRIM,23,7,39,54,0.248893279
P. mirabilis,2015/16,CEFAZOLIN,CEFTRIAXONE,CIPROFLOXACIN,39,35,13,20,0.113074681
P. mirabilis,2015/16,CEFAZOLIN,CEFTRIAXONE,GENTAMICIN,54,20,22,11,0.054067834
P. mirabilis,2015/16,CEFAZOLIN,CEFTRIAXONE,SULFA_TRIMETHOPRIM,47,27,13,20,0.204602687
P. mirabilis,2015/16,CEFAZOLIN,CIPROFLOXACIN,GENTAMICIN,48,11,35,44,0.349860816
P. mirabilis,2015/16,CEFAZOLIN,CIPROFLOXACIN,PIPERACILLIN_TAZOBACTAM,50,1,67,1,-0.004818027
P. mirabilis,2015/16,CEFAZOLIN,CIPROFLOXACIN,SULFA_TRIMETHOPRIM,53,6,15,64,0.621288487
P. mirabilis,2015/16,CEFAZOLIN,GENTAMICIN,PIPERACILLIN_TAZOBACTAM,72,2,46,0,-0.017264204
P. mirabilis,2015/16,CEFAZOLIN,GENTAMICIN,SULFA_TRIMETHOPRIM,58,26,10,45,0.46121448
P. mirabilis,2015/16,CEFAZOLIN,PIPERACILLIN_TAZOBACTAM,SULFA_TRIMETHOPRIM,60,58,1,1,0.000555581
P. mirabilis,2017/18,CEFAZOLIN,AMPICILLIN,AMPICILLIN_SULBACTAM,33,0,43,142,0.355312933
P. mirabilis,2017/18,CEFAZOLIN,AMPICILLIN,AZTREONAM,23,3,116,3,-0.057594714
P. mirabilis,2017/18,CEFAZOLIN,AMPICILLIN,CEFTAZIDIME,31,0,127,26,0.073690981
P. mirabilis,2017/18,CEFAZOLIN,AMPICILLIN,CEFTRIAXONE,32,0,121,44,0.117372507
P. mirabilis,2017/18,CEFAZOLIN,AMPICILLIN,CEFUROXIME,28,0,93,25,0.103859607
P. mirabilis,2017/18,CEFAZOLIN,AMPICILLIN,CIPROFLOXACIN,20,13,91,105,0.069696892
P. mirabilis,2017/18,CEFAZOLIN,AMPICILLIN,GENTAMICIN,30,3,120,76,0.134595456
P. mirabilis,2017/18,CEFAZOLIN,AMPICILLIN,LEVOFLOXACIN,20,7,61,67,0.148644518
P. mirabilis,2017/18,CEFAZOLIN,AMPICILLIN,PIPERACILLIN_TAZOBACTAM,30,0,184,5,8.03997E-05
P. mirabilis,2017/18,CEFAZOLIN,AMPICILLIN,SULFA_TRIMETHOPRIM,25,8,82,114,0.163533194
P. mirabilis,2017/18,CEFAZOLIN,AMPICILLIN,TOBRAMYCIN,27,1,88,51,0.161820498
P. mirabilis,2017/18,CEFAZOLIN,AMPICILLIN_SULBACTAM,AZTREONAM,49,4,79,2,-0.048679603
P. mirabilis,2017/18,CEFAZOLIN,AMPICILLIN_SULBACTAM,CEFTAZIDIME,63,8,95,18,0.043724458
P. mirabilis,2017/18,CEFAZOLIN,AMPICILLIN_SULBACTAM,CEFTRIAXONE,62,10,85,31,0.118691552
P. mirabilis,2017/18,CEFAZOLIN,AMPICILLIN_SULBACTAM,CEFUROXIME,51,4,70,21,0.141353481
P. mirabilis,2017/18,CEFAZOLIN,AMPICILLIN_SULBACTAM,CIPROFLOXACIN,34,43,72,70,-0.059649828
P. mirabilis,2017/18,CEFAZOLIN,AMPICILLIN_SULBACTAM,GENTAMICIN,70,7,72,70,0.340115082
P. mirabilis,2017/18,CEFAZOLIN,AMPICILLIN_SULBACTAM,LEVOFLOXACIN,32,26,49,47,0.038770245
P. mirabilis,2017/18,CEFAZOLIN,AMPICILLIN_SULBACTAM,PIPERACILLIN_TAZOBACTAM,71,0,133,5,0.024754518
P. mirabilis,2017/18,CEFAZOLIN,AMPICILLIN_SULBACTAM,SULFA_TRIMETHOPRIM,39,38,63,79,0.057291872
P. mirabilis,2017/18,CEFAZOLIN,AMPICILLIN_SULBACTAM,TOBRAMYCIN,56,2,50,48,0.377017503
P. mirabilis,2017/18,CEFAZOLIN,AZTREONAM,CEFTAZIDIME,102,2,4,2,0.081604756
P. mirabilis,2017/18,CEFAZOLIN,AZTREONAM,CEFTRIAXONE,94,13,3,3,0.084706494
P. mirabilis,2017/18,CEFAZOLIN,AZTREONAM,CEFUROXIME,105,20,3,3,0.064597806
P. mirabilis,2017/18,CEFAZOLIN,AZTREONAM,CIPROFLOXACIN,66,73,3,3,-0.003996696
P. mirabilis,2017/18,CEFAZOLIN,AZTREONAM,GENTAMICIN,88,51,4,2,-0.005300848
P. mirabilis,2017/18,CEFAZOLIN,AZTREONAM,PIPERACILLIN_TAZOBACTAM,133,1,6,0,0.028553153
P. mirabilis,2017/18,CEFAZOLIN,AZTREONAM,SULFA_TRIMETHOPRIM,62,77,4,2,-0.034791727
P. mirabilis,2017/18,CEFAZOLIN,AZTREONAM,TOBRAMYCIN,94,45,5,1,-0.023806233
P. mirabilis,2017/18,CEFAZOLIN,CEFTAZIDIME,CEFTRIAXONE,138,10,0,26,0.44017204
P. mirabilis,2017/18,CEFAZOLIN,CEFTAZIDIME,CEFUROXIME,96,21,1,4,0.103551322
P. mirabilis,2017/18,CEFAZOLIN,CEFTAZIDIME,CIPROFLOXACIN,84,74,12,14,0.034021423
P. mirabilis,2017/18,CEFAZOLIN,CEFTAZIDIME,GENTAMICIN,109,49,21,5,-0.055580297
P. mirabilis,2017/18,CEFAZOLIN,CEFTAZIDIME,LEVOFLOXACIN,67,48,12,13,0.060310246
P. mirabilis,2017/18,CEFAZOLIN,CEFTAZIDIME,PIPERACILLIN_TAZOBACTAM,148,1,21,4,0.08442611
P. mirabilis,2017/18,CEFAZOLIN,CEFTAZIDIME,SULFA_TRIMETHOPRIM,74,84,18,8,-0.107255334
P. mirabilis,2017/18,CEFAZOLIN,CEFTAZIDIME,TOBRAMYCIN,96,28,3,2,0.027045473
P. mirabilis,2017/18,CEFAZOLIN,CEFTRIAXONE,CEFUROXIME,89,12,4,10,0.266889578
P. mirabilis,2017/18,CEFAZOLIN,CEFTRIAXONE,CIPROFLOXACIN,82,72,22,22,0.022451753
P. mirabilis,2017/18,CEFAZOLIN,CEFTRIAXONE,GENTAMICIN,107,47,35,9,-0.068231028
P. mirabilis,2017/18,CEFAZOLIN,CEFTRIAXONE,LEVOFLOXACIN,60,46,14,13,0.030787053
P. mirabilis,2017/18,CEFAZOLIN,CEFTRIAXONE,PIPERACILLIN_TAZOBACTAM,145,1,38,4,0.064627624
P. mirabilis,2017/18,CEFAZOLIN,CEFTRIAXONE,SULFA_TRIMETHOPRIM,74,80,27,17,-0.091600079
P. mirabilis,2017/18,CEFAZOLIN,CEFTRIAXONE,TOBRAMYCIN,90,26,15,4,-0.006557624
P. mirabilis,2017/18,CEFAZOLIN,CEFUROXIME,CIPROFLOXACIN,54,67,15,10,-0.087004635
P. mirabilis,2017/18,CEFAZOLIN,CEFUROXIME,GENTAMICIN,72,49,19,6,-0.091472434
P. mirabilis,2017/18,CEFAZOLIN,CEFUROXIME,PIPERACILLIN_TAZOBACTAM,112,2,23,0,0.008519961
P. mirabilis,2017/18,CEFAZOLIN,CEFUROXIME,SULFA_TRIMETHOPRIM,48,73,16,9,-0.137500229
P. mirabilis,2017/18,CEFAZOLIN,CEFUROXIME,TOBRAMYCIN,76,39,20,5,-0.079392111
P. mirabilis,2017/18,CEFAZOLIN,CIPROFLOXACIN,GENTAMICIN,89,23,62,56,0.264083647
P. mirabilis,2017/18,CEFAZOLIN,CIPROFLOXACIN,LEVOFLOXACIN,74,0,7,74,0.708364789
P. mirabilis,2017/18,CEFAZOLIN,CIPROFLOXACIN,PIPERACILLIN_TAZOBACTAM,103,4,112,1,-0.027588393
P. mirabilis,2017/18,CEFAZOLIN,CIPROFLOXACIN,SULFA_TRIMETHOPRIM,88,24,20,98,0.571182469
P. mirabilis,2017/18,CEFAZOLIN,CIPROFLOXACIN,TOBRAMYCIN,70,17,45,35,0.238458623
P. mirabilis,2017/18,CEFAZOLIN,GENTAMICIN,LEVOFLOXACIN,66,37,15,37,0.307482139
P. mirabilis,2017/18,CEFAZOLIN,GENTAMICIN,PIPERACILLIN_TAZOBACTAM,137,4,78,1,-0.013931124
P. mirabilis,2017/18,CEFAZOLIN,GENTAMICIN,SULFA_TRIMETHOPRIM,94,57,14,65,0.382918589
P. mirabilis,2017/18,CEFAZOLIN,GENTAMICIN,TOBRAMYCIN,105,1,10,51,0.637113554
P. mirabilis,2017/18,CEFAZOLIN,LEVOFLOXACIN,PIPERACILLIN_TAZOBACTAM,73,3,72,1,-0.025161497
P. mirabilis,2017/18,CEFAZOLIN,LEVOFLOXACIN,SULFA_TRIMETHOPRIM,63,18,9,65,0.596990633
P. mirabilis,2017/18,CEFAZOLIN,LEVOFLOXACIN,TOBRAMYCIN,49,9,22,20,0.3075736
P. mirabilis,2017/18,CEFAZOLIN,PIPERACILLIN_TAZOBACTAM,SULFA_TRIMETHOPRIM,99,116,3,2,-0.012379517
P. mirabilis,2017/18,CEFAZOLIN,PIPERACILLIN_TAZOBACTAM,TOBRAMYCIN,105,51,1,1,0.008830108
P. mirabilis,2017/18,CEFAZOLIN,SULFA_TRIMETHOPRIM,TOBRAMYCIN,69,10,46,42,0.335451876
P. mirabilis,2015/16,AMPICILLIN,AMOXICILLIN_CLAVULANATE,AMPICILLIN_SULBACTAM,100,52,0,3,0.055164684
P. mirabilis,2015/16,AMPICILLIN,AMOXICILLIN_CLAVULANATE,CEFTAZIDIME,129,5,0,0,0.033828036
P. mirabilis,2015/16,AMPICILLIN,AMOXICILLIN_CLAVULANATE,CEFTRIAXONE,128,6,0,0,0.032664654
P. mirabilis,2015/16,AMPICILLIN,AMOXICILLIN_CLAVULANATE,CIPROFLOXACIN,75,77,1,2,0.012031812
P. mirabilis,2015/16,AMPICILLIN,AMOXICILLIN_CLAVULANATE,GENTAMICIN,111,41,2,1,0.00490274
P. mirabilis,2015/16,AMPICILLIN,AMOXICILLIN_CLAVULANATE,LEVOFLOXACIN,72,55,0,0,0.003973444
P. mirabilis,2015/16,AMPICILLIN,AMOXICILLIN_CLAVULANATE,PIPERACILLIN_TAZOBACTAM,132,0,0,0,0.04306744
P. mirabilis,2015/16,AMPICILLIN,AMOXICILLIN_CLAVULANATE,SULFA_TRIMETHOPRIM,59,93,1,2,0.004131353
P. mirabilis,2015/16,AMPICILLIN,AMOXICILLIN_CLAVULANATE,TOBRAMYCIN,115,32,1,0,0.008948549
P. mirabilis,2015/16,AMPICILLIN,AMPICILLIN_SULBACTAM,AZTREONAM,123,3,89,5,0.028782271
P. mirabilis,2015/16,AMPICILLIN,AMPICILLIN_SULBACTAM,CEFAZOLIN,275,19,61,92,0.460281392
P. mirabilis,2015/16,AMPICILLIN,AMPICILLIN_SULBACTAM,CEFTAZIDIME,274,10,151,24,0.09616072
P. mirabilis,2015/16,AMPICILLIN,AMPICILLIN_SULBACTAM,CEFTRIAXONE,294,13,168,44,0.15686345
P. mirabilis,2015/16,AMPICILLIN,AMPICILLIN_SULBACTAM,CEFUROXIME,144,3,102,18,0.122533585
P. mirabilis,2015/16,AMPICILLIN,AMPICILLIN_SULBACTAM,CIPROFLOXACIN,99,336,126,139,-0.232608392
P. mirabilis,2015/16,AMPICILLIN,AMPICILLIN_SULBACTAM,GENTAMICIN,405,30,155,111,0.31958736
P. mirabilis,2015/16,AMPICILLIN,AMPICILLIN_SULBACTAM,LEVOFLOXACIN,92,244,117,88,-0.276995381
P. mirabilis,2015/16,AMPICILLIN,AMPICILLIN_SULBACTAM,PIPERACILLIN_TAZOBACTAM,376,0,242,6,0.023415604
P. mirabilis,2015/16,AMPICILLIN,AMPICILLIN_SULBACTAM,SULFA_TRIMETHOPRIM,124,310,124,142,-0.170013586
P. mirabilis,2015/16,AMPICILLIN,AMPICILLIN_SULBACTAM,TOBRAMYCIN,226,22,117,74,0.285691153
P. mirabilis,2015/16,AMPICILLIN,AZTREONAM,CEFAZOLIN,83,35,2,3,0.048608696
P. mirabilis,2015/16,AMPICILLIN,AZTREONAM,CEFTAZIDIME,129,3,2,3,0.104923673
P. mirabilis,2015/16,AMPICILLIN,AZTREONAM,CEFTRIAXONE,180,12,2,5,0.106290069
P. mirabilis,2015/16,AMPICILLIN,AZTREONAM,CEFUROXIME,163,10,4,3,0.066785878
P. mirabilis,2015/16,AMPICILLIN,AZTREONAM,CIPROFLOXACIN,64,191,2,7,0.003751764
P. mirabilis,2015/16,AMPICILLIN,AZTREONAM,GENTAMICIN,195,61,6,3,0.012792388
P. mirabilis,2015/16,AMPICILLIN,AZTREONAM,LEVOFLOXACIN,62,121,4,2,-0.040849788
P. mirabilis,2015/16,AMPICILLIN,AZTREONAM,PIPERACILLIN_TAZOBACTAM,235,2,7,1,0.019673434
P. mirabilis,2015/16,AMPICILLIN,AZTREONAM,SULFA_TRIMETHOPRIM,61,195,4,5,-0.028214659
P. mirabilis,2015/16,AMPICILLIN,AZTREONAM,TOBRAMYCIN,204,52,5,3,0.021210377
P. mirabilis,2015/16,AMPICILLIN,CEFAZOLIN,CEFTAZIDIME,173,0,40,21,0.257240063
P. mirabilis,2015/16,AMPICILLIN,CEFAZOLIN,CEFTRIAXONE,214,0,62,33,0.275545304
P. mirabilis,2015/16,AMPICILLIN,CEFAZOLIN,CEFUROXIME,78,0,46,12,0.185614142
P. mirabilis,2015/16,AMPICILLIN,CEFAZOLIN,CIPROFLOXACIN,78,289,52,72,-0.158621641
P. mirabilis,2015/16,AMPICILLIN,CEFAZOLIN,GENTAMICIN,318,49,69,55,0.239111782
P. mirabilis,2015/16,AMPICILLIN,CEFAZOLIN,LEVOFLOXACIN,61,172,31,50,-0.093498836
P. mirabilis,2015/16,AMPICILLIN,CEFAZOLIN,PIPERACILLIN_TAZOBACTAM,306,0,107,2,0.019260384
P. mirabilis,2015/16,AMPICILLIN,CEFAZOLIN,SULFA_TRIMETHOPRIM,107,259,56,68,-0.121383037
P. mirabilis,2015/16,AMPICILLIN,CEFAZOLIN,TOBRAMYCIN,143,28,36,37,0.288738999
P. mirabilis,2015/16,AMPICILLIN,CEFTAZIDIME,CEFTRIAXONE,410,16,3,31,0.259382129
P. mirabilis,2015/16,AMPICILLIN,CEFTAZIDIME,CEFUROXIME,128,8,0,6,0.188015484
P. mirabilis,2015/16,AMPICILLIN,CEFTAZIDIME,CIPROFLOXACIN,150,275,13,21,-0.008098512
P. mirabilis,2015/16,AMPICILLIN,CEFTAZIDIME,GENTAMICIN,356,70,24,10,0.037197769
P. mirabilis,2015/16,AMPICILLIN,CEFTAZIDIME,LEVOFLOXACIN,160,251,15,19,-0.014704008
P. mirabilis,2015/16,AMPICILLIN,CEFTAZIDIME,PIPERACILLIN_TAZOBACTAM,419,0,31,3,0.039033231
P. mirabilis,2015/16,AMPICILLIN,CEFTAZIDIME,SULFA_TRIMETHOPRIM,175,250,14,20,0
P. mirabilis,2015/16,AMPICILLIN,CEFTAZIDIME,TOBRAMYCIN,243,51,10,6,0.041908765
P. mirabilis,2015/16,AMPICILLIN,CEFTRIAXONE,CEFUROXIME,142,5,1,16,0.34014064
P. mirabilis,2015/16,AMPICILLIN,CEFTRIAXONE,CIPROFLOXACIN,174,328,28,34,-0.041468817
P. mirabilis,2015/16,AMPICILLIN,CEFTRIAXONE,GENTAMICIN,416,87,43,19,0.054213867
P. mirabilis,2015/16,AMPICILLIN,CEFTRIAXONE,LEVOFLOXACIN,154,253,25,24,-0.05090605
P. mirabilis,2015/16,AMPICILLIN,CEFTRIAXONE,PIPERACILLIN_TAZOBACTAM,492,2,54,4,0.029013642
P. mirabilis,2015/16,AMPICILLIN,CEFTRIAXONE,SULFA_TRIMETHOPRIM,195,307,29,33,-0.031183516
P. mirabilis,2015/16,AMPICILLIN,CEFTRIAXONE,TOBRAMYCIN,278,65,25,14,0.064720944
P. mirabilis,2015/16,AMPICILLIN,CEFUROXIME,CIPROFLOXACIN,64,184,12,9,-0.09314258
P. mirabilis,2015/16,AMPICILLIN,CEFUROXIME,GENTAMICIN,188,60,15,6,0.012748763
P. mirabilis,2015/16,AMPICILLIN,CEFUROXIME,LEVOFLOXACIN,73,123,9,5,-0.067596539
P. mirabilis,2015/16,AMPICILLIN,CEFUROXIME,PIPERACILLIN_TAZOBACTAM,189,2,16,2,0.038095402
P. mirabilis,2015/16,AMPICILLIN,CEFUROXIME,SULFA_TRIMETHOPRIM,55,193,10,11,-0.076436011
P. mirabilis,2015/16,AMPICILLIN,CEFUROXIME,TOBRAMYCIN,160,51,11,5,0.018881939
P. mirabilis,2015/16,AMPICILLIN,CIPROFLOXACIN,GENTAMICIN,195,45,400,106,0.019115685
P. mirabilis,2015/16,AMPICILLIN,CIPROFLOXACIN,LEVOFLOXACIN,180,0,29,332,0.653446567
P. mirabilis,2015/16,AMPICILLIN,CIPROFLOXACIN,PIPERACILLIN_TAZOBACTAM,219,3,442,3,-0.00613349
P. mirabilis,2015/16,AMPICILLIN,CIPROFLOXACIN,SULFA_TRIMETHOPRIM,172,68,86,419,0.460249451
P. mirabilis,2015/16,AMPICILLIN,CIPROFLOXACIN,TOBRAMYCIN,154,31,224,75,0.077725996
P. mirabilis,2015/16,AMPICILLIN,GENTAMICIN,LEVOFLOXACIN,167,271,42,62,-0.01401923
P. mirabilis,2015/16,AMPICILLIN,GENTAMICIN,PIPERACILLIN_TAZOBACTAM,533,4,129,2,0.005171234
P. mirabilis,2015/16,AMPICILLIN,GENTAMICIN,SULFA_TRIMETHOPRIM,222,373,36,115,0.085260664
P. mirabilis,2015/16,AMPICILLIN,GENTAMICIN,TOBRAMYCIN,354,8,25,98,0.532271324
P. mirabilis,2015/16,AMPICILLIN,LEVOFLOXACIN,PIPERACILLIN_TAZOBACTAM,195,4,314,1,-0.015850695
P. mirabilis,2015/16,AMPICILLIN,LEVOFLOXACIN,SULFA_TRIMETHOPRIM,138,71,68,265,0.419467674
P. mirabilis,2015/16,AMPICILLIN,LEVOFLOXACIN,TOBRAMYCIN,150,32,156,45,0.047823397
P. mirabilis,2015/16,AMPICILLIN,PIPERACILLIN_TAZOBACTAM,SULFA_TRIMETHOPRIM,240,421,3,3,-0.004943947
P. mirabilis,2015/16,AMPICILLIN,PIPERACILLIN_TAZOBACTAM,TOBRAMYCIN,349,92,2,3,0.018644926
P. mirabilis,2015/16,AMPICILLIN,SULFA_TRIMETHOPRIM,TOBRAMYCIN,132,25,247,81,0.075485914
P. mirabilis,2017/18,AMPICILLIN,AMOXICILLIN_CLAVULANATE,AMPICILLIN_SULBACTAM,172,104,1,16,0.114570288
P. mirabilis,2017/18,AMPICILLIN,AMOXICILLIN_CLAVULANATE,AZTREONAM,97,0,14,0,0.028276993
P. mirabilis,2017/18,AMPICILLIN,AMOXICILLIN_CLAVULANATE,CEFAZOLIN,118,44,1,15,0.207005132
P. mirabilis,2017/18,AMPICILLIN,AMOXICILLIN_CLAVULANATE,CEFTAZIDIME,228,8,15,1,0.007256507
P. mirabilis,2017/18,AMPICILLIN,AMOXICILLIN_CLAVULANATE,CEFTRIAXONE,223,7,6,7,0.126482825
P. mirabilis,2017/18,AMPICILLIN,AMOXICILLIN_CLAVULANATE,CEFUROXIME,93,4,5,11,0.329201572
P. mirabilis,2017/18,AMPICILLIN,AMOXICILLIN_CLAVULANATE,CIPROFLOXACIN,131,145,14,3,-0.073220377
P. mirabilis,2017/18,AMPICILLIN,AMOXICILLIN_CLAVULANATE,GENTAMICIN,220,56,15,2,-0.017798995
P. mirabilis,2017/18,AMPICILLIN,AMOXICILLIN_CLAVULANATE,LEVOFLOXACIN,116,82,6,1,-0.033685549
P. mirabilis,2017/18,AMPICILLIN,AMOXICILLIN_CLAVULANATE,PIPERACILLIN_TAZOBACTAM,255,2,15,0,0.01291438
P. mirabilis,2017/18,AMPICILLIN,AMOXICILLIN_CLAVULANATE,SULFA_TRIMETHOPRIM,100,176,12,5,-0.075140377
P. mirabilis,2017/18,AMPICILLIN,AMOXICILLIN_CLAVULANATE,TOBRAMYCIN,220,56,15,2,-0.017798995
P. mirabilis,2017/18,AMPICILLIN,AMPICILLIN_SULBACTAM,AZTREONAM,189,3,143,3,0.004846432
P. mirabilis,2017/18,AMPICILLIN,AMPICILLIN_SULBACTAM,CEFAZOLIN,378,43,107,142,0.422348485
P. mirabilis,2017/18,AMPICILLIN,AMPICILLIN_SULBACTAM,CEFTAZIDIME,402,12,263,30,0.070778107
P. mirabilis,2017/18,AMPICILLIN,AMPICILLIN_SULBACTAM,CEFTRIAXONE,445,11,262,53,0.135278085
P. mirabilis,2017/18,AMPICILLIN,AMPICILLIN_SULBACTAM,CEFUROXIME,172,7,118,26,0.136170201
P. mirabilis,2017/18,AMPICILLIN,AMPICILLIN_SULBACTAM,CIPROFLOXACIN,147,389,203,148,-0.287653466
P. mirabilis,2017/18,AMPICILLIN,AMPICILLIN_SULBACTAM,GENTAMICIN,516,21,205,148,0.344635062
P. mirabilis,2017/18,AMPICILLIN,AMPICILLIN_SULBACTAM,LEVOFLOXACIN,114,239,156,93,-0.290449971
P. mirabilis,2017/18,AMPICILLIN,AMPICILLIN_SULBACTAM,PIPERACILLIN_TAZOBACTAM,514,0,335,11,0.029521785
P. mirabilis,2017/18,AMPICILLIN,AMPICILLIN_SULBACTAM,SULFA_TRIMETHOPRIM,151,386,159,192,-0.164165994
P. mirabilis,2017/18,AMPICILLIN,AMPICILLIN_SULBACTAM,TOBRAMYCIN,307,19,169,106,0.308806345
P. mirabilis,2017/18,AMPICILLIN,AZTREONAM,CEFAZOLIN,225,116,4,3,0.007051056
P. mirabilis,2017/18,AMPICILLIN,AZTREONAM,CEFTAZIDIME,241,2,4,2,0.043658065
P. mirabilis,2017/18,AMPICILLIN,AZTREONAM,CEFTRIAXONE,292,14,4,3,0.042317337
P. mirabilis,2017/18,AMPICILLIN,AZTREONAM,CEFUROXIME,266,27,3,3,0.037748587
P. mirabilis,2017/18,AMPICILLIN,AZTREONAM,CIPROFLOXACIN,144,244,1,6,0.014952491
P. mirabilis,2017/18,AMPICILLIN,AZTREONAM,GENTAMICIN,288,101,4,3,0.012141288
P. mirabilis,2017/18,AMPICILLIN,AZTREONAM,LEVOFLOXACIN,51,81,1,2,0.004575696
P. mirabilis,2017/18,AMPICILLIN,AZTREONAM,PIPERACILLIN_TAZOBACTAM,369,3,7,0,0.012165871
P. mirabilis,2017/18,AMPICILLIN,AZTREONAM,SULFA_TRIMETHOPRIM,122,267,3,4,-0.008126567
P. mirabilis,2017/18,AMPICILLIN,AZTREONAM,TOBRAMYCIN,296,93,5,2,0.00328643
P. mirabilis,2017/18,AMPICILLIN,CEFAZOLIN,CEFTAZIDIME,351,0,127,26,0.13826083
P. mirabilis,2017/18,AMPICILLIN,CEFAZOLIN,CEFTRIAXONE,442,0,121,44,0.201834417
P. mirabilis,2017/18,AMPICILLIN,CEFAZOLIN,CEFUROXIME,164,4,93,25,0.174821711
P. mirabilis,2017/18,AMPICILLIN,CEFAZOLIN,CIPROFLOXACIN,148,383,91,105,-0.147263252
P. mirabilis,2017/18,AMPICILLIN,CEFAZOLIN,GENTAMICIN,469,63,120,76,0.216540939
P. mirabilis,2017/18,AMPICILLIN,CEFAZOLIN,LEVOFLOXACIN,77,204,61,67,-0.174862627
P. mirabilis,2017/18,AMPICILLIN,CEFAZOLIN,PIPERACILLIN_TAZOBACTAM,510,1,184,5,0.019789554
P. mirabilis,2017/18,AMPICILLIN,CEFAZOLIN,SULFA_TRIMETHOPRIM,139,392,82,114,-0.124515583
