domain,phylum,class,order,family,genus,species,acronym,gram_stain
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,wadenswilerensis,PSEU_WADE,n
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,weihenstephanensis,PSEU_WEIH,n
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,xanthomarina,PSEU_XANT,n
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,xinjiangensis,PSEU_XINJ,n
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,yamanorum,PSEU_YAMA,n
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,yangmingensis,PSEU_YANG,n
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,zhaodongensis,PSEU_ZHAO,n
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,PSEUDOMONAS,n
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Pseudonocardia,acaciae,PSEU_ACAC,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Pseudonocardia,alni,PSEU_ALNI,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Pseudonocardia,ammonioxydans,PSEU_AMMO,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Pseudonocardia,asaccharolytica,PSEU_ASACC,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Pseudonocardia,autotrophica,PSEU_AUTO,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Pseudonocardia,cypriaca,PSEU_CYPR,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Pseudonocardia,dioxanivorans,PSEU_DIOX,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Pseudonocardia,endophytica,PSEU_ENDOP,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Pseudonocardia,hydrocarbonoxydans,PSEU_HYDRO,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Pseudonocardia,kunmingensis,PSEU_KUNMI,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Pseudonocardia,oroxyli,PSEU_OROX,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Pseudonocardia,sediminis,PSEU_SEDI,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Pseudonocardia,thermophila,PSEU_THERMO,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Pseudonocardia,,PSEUDONOCARDIA,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudooceanicola,antarcticus,PSEU_ANTAR,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudooceanicola,atlanticus,PSEU_ATLAN,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudooceanicola,batsensis,PSEU_BATS,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudooceanicola,marinus,PSEU_MARINU,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudooceanicola,nanhaiensis,PSEU_NANH,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudooceanicola,nitratireducens,PSEU_NITRAT,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudooceanicola,,PSEUDOOCEANICOLA,
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pseudopedobacter,glucosidilyticus,PSEU_GLUC,
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pseudopedobacter,saltans,PSEU_SALT,
Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Pseudopelobacteraceae,Pseudopelobacter,propionicus,PSEU_PROP,
Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Pseudopelobacteraceae,Pseudopelobacter,,PSEUDOPELOBACTER,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudophaeobacter,arcticus,PSEU_ARCTI,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudophaeobacter,gallaeciensis,PSEU_GALL,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudophaeobacter,leonis,PSEU_LEON,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudophaeobacter,,PSEUDOPHAEOBACTER,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudoprimorskyibacter,insulae,PSEU_INSU,
Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Pseudoramibacter,alactolyticus,PSEU_ALAC,
Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Pseudoramibacter,,PSEUDORAMIBACTER,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudorhizobium,endolithicum,PSEU_ENDOL,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudorhizobium,flavum,PSEU_FLAVU,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudorhizobium,pelagicum,PSEU_PELAG,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter,antarcticus,PSEU_ANTARC,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter,aquimaris,PSEU_AQUI,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter,ferrugineus,PSEU_FERRU,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter,wandonensis,PSEU_WAND,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter,,PSEUDORHODOBACTER,
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pseudorhodoferax,soli,PSEUDOR_SOLI,
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pseudorhodoferax,,PSEUDORHODOFERAX,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudorhodoplanes,sinu,PSEU_SINU,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudoroseicyclus,aestuarii,PSEU_AESTU,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudoruegeria,aquimaris,PSEU_AQUIM,
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Bifidobacteriaceae,Pseudoscardovia,radai,PSEU_RADA,
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Bifidobacteriaceae,Pseudoscardovia,suis,PSEU_SUIS,
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Bifidobacteriaceae,Pseudoscardovia,,PSEUDOSCARDOVIA,
Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Pseudothermotoga,caldifontis,PSEU_CALD,
Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Pseudothermotoga,elfii,PSEU_ELFI,
Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Pseudothermotoga,hypogea,PSEU_HYPO,
Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Pseudothermotoga,profunda,PSEU_PROFU,
Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Pseudothermotoga,thermarum,PSEU_THERMA,
Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Pseudothermotoga,,PSEUDOTHERMOTOGA,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Pseudovibrio,ascidiaceicola,PSEU_ASCI,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Pseudovibrio,axinellae,PSEU_AXIN,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Pseudovibrio,denitrificans,PSEU_DENIT,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Pseudovibrio,exalbescens,PSEU_EXAL,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Pseudovibrio,hongkongensis,PSEU_HONG,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Pseudovibrio,stylochi,PSEU_STYL,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Pseudovibrio,,PSEUDOVIBRIO,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Pseudoxanthobacteraceae,Pseudoxanthobacter,soli,PSEUDOX_SOLI,
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,acidaminiphila,PSEU_ACID,
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,broegbernensis,PSEU_BROE,n
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,dokdonensis,PSEU_DOKD,
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,indica,PSEU_INDICA,
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,japonensis,PSEU_JAPON,n
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,mexicana,PSEU_MEXI,
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,suwonensis,PSEU_SUWO,
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,wuyuanensis,PSEU_WUYU,
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,,PSEUDOXANTHOMONAS,
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Pseudozobellia,thermophila,PSEU_THERMOP,
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Pseudozobellia,,PSEUDOZOBELLIA,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Psittacicellaceae,Psittacicella,gerlachiana,PSIT_GERL,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Psittacicellaceae,Psittacicella,hinzii,PSIT_HINZ,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Psittacicellaceae,Psittacicella,melopsittaci,PSIT_MELO,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Psittacicellaceae,Psittacicella,,PSITTACICELLA,
Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Psychrilyobacter,atlanticus,PSYC_ATLA,
Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Psychrilyobacter,,PSYCHRILYOBACTER,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Psychro,,PSYCHRO,
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Psychrobacillus,insolitus,PSYC_INSO,
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Psychrobacillus,lasiicapitis,PSYC_LASI,
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Psychrobacillus,psychrotolerans,PSYC_PSYC,
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Psychrobacillus,quisquiliarum,PSYC_QUIS,
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Psychrobacillus,soli,PSYC_SOLI,
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Psychrobacillus,,PSYCHROBACILLUS,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,alimentarius,PSYC_ALIM,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,aquaticus,PSYC_AQUA,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,arcticus,PSYC_ARCT,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,cibarius,PSYC_CIBA,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,cryohalolentis,PSYC_CRYO,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,fozii,PSYC_FOZI,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,glacincola,PSYC_GLAC,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,immobilis,PSYC_IMMO,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,lutiphocae,PSYC_LUTI,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,pacificensis,PSYC_PACI,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,pasteurii,PSYC_PAST,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,phenylpyruvicus,PSYC_PHEN,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,piechaudii,PSYC_PIEC,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,piscatorii,PSYC_PISC,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,proteolyticus,PSYC_PROT,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,urativorans,PSYC_URAT,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,PSYCHROBACTER,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Psychrobiaceae,Psychrobium,,PSYCHROBIUM,
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,aestuariivivens,PSYC_AEST,
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,gondwanensis,PSYC_GOND,
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,halocasei,PSYC_HALO,
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,salarius,PSYC_SALA,
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,sediminis,PSYC_SEDI,
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,torquis,PSYC_TORQ,
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,tropicus,PSYC_TROP,
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,,PSYCHROFLEXUS,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Psychromonadaceae,Psychromonas,aquimarina,PSYC_AQUI,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Psychromonadaceae,Psychromonas,arctica,PSYC_ARCTI,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Psychromonadaceae,Psychromonas,hadalis,PSYC_HADA,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Psychromonadaceae,Psychromonas,ingrahamii,PSYC_INGR,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Psychromonadaceae,Psychromonas,ossibalaenae,PSYC_OSSI,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Psychromonadaceae,Psychromonas,,PSYCHROMONAS,
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroserpens,burtonensis,PSYC_BURT,
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroserpens,damuponensis,PSYC_DAMU,
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroserpens,jangbogonensis,PSYC_JANG,
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroserpens,mesophilus,PSYC_MESO,
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroserpens,,PSYCHROSERPENS,
Bacteria,Proteobacteria,Alphaproteobacteria,Punicei,Punicei,Punicei,,PUNICEI,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Puniceibacterium,antarcticum,PUNI_ANTA,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Puniceibacterium,sediminis,PUNI_SEDI,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Puniceibacterium,,PUNICEIBACTERIUM,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Purcelliella,pentastirinorum,PURC_PENT,
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pusillimonas,caeni,PUSI_CAEN,
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pusillimonas,noertemannii,PUSI_NOER,
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pusillimonas,,PUSILLIMONAS,
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Pustulibacterium,marinum,PUST_MARI,
Bacteria,Firmicutes,Clostridia,Oscillo,Ruminococcaceae,Pygmaiobacter,massiliensis,PYGM_MASS,
Bacteria,Synergistota,Synergistia,Synergistales,Dethiosulfovibrionaceae,Pyramidobacter,piscolens,PYRA_PISC,
Bacteria,Synergistota,Synergistia,Synergistales,Dethiosulfovibrionaceae,Pyramidobacter,,PYRAMIDOBACTER,
Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,Pyrinomonas,methylaliphatogenes,PYRI_METH,
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Qipengyuania,sediminis,QIPE_SEDI,
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Qipengyuania,,QIPENGYUANIA,
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Quadri,Quadri,,QUADRI,
Bacteria,Firmicutes,Bacilli,Bacillales,Domibacillaceae,Quasibacillus,thermotolerans,QUAS_THER,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Rahnella,aquatilis,RAHN_AQUA,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Rahnella,bruchi,RAHN_BRUC,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Rahnella,inusitata,RAHN_INUS,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Rahnella,variigena,RAHN_VARI,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Rahnella,victoriana,RAHN_VICT,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Rahnella,woolbedingensis,RAHN_WOOL,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Rahnella,,RAHNELLA,
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Thermonemataceae,Raineya,orbicola,RAIN_ORBI,
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Thermonemataceae,Raineya,,RAINEYA,
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Raineyella,antarctica,RAIN_ANTA,
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,insidiosa,RALS_INSI,
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,mannitolilytica,RALS_MANN,
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,pickettii,RALS_PICK,
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,pseudosolanacearum,RALS_PSEU,
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,solanacearum,RALS_SOLA,
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,,RALSTONIA,
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ramlibacter,henchirensis,RAML_HENC,
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ramlibacter,rhizophilus,RAML_RHIZ,
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ramlibacter,tataouinensis,RAML_TATA,
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ramlibacter,,RAMLIBACTER,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Raoultella,electrica,RAOU_ELEC,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Raoultella,ornithinolytica,RAOU_ORNI,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Raoultella,planticola,RAOU_PLAN,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Raoultella,terrigena,RAOU_TERR,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Raoultella,,RAOULTELLA,
Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Raoultibacter,massiliensis,RAOU_MASS,
Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Raoultibacter,timonensis,RAOU_TIMO,
Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Raoultibacter,,RAOULTIBACTER,
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Raphidiopsis,brookii,RAPH_BROO,
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Raphidiopsis,curvata,RAPH_CURV,
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Raphidiopsis,raciborskii,RAPH_RACI,
Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Rappaport,israeli,RAPP_ISRA,
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Cellulomonadaceae,Rarobacter,faecitabidus,RARO_FAEC,
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Cellulomonadaceae,Rarobacter,incanus,RARO_INCA,
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Cellulomonadaceae,Rarobacter,,RAROBACTER,
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Rathayibacter,caricis,RATH_CARI,
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Rathayibacter,festucae,RATH_FEST,
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Rathayibacter,iranicus,RATH_IRAN,
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Rathayibacter,oskolensis,RATH_OSKO,
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Rathayibacter,rathayi,RATH_RATH,
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Rathayibacter,tanaceti,RATH_TANA,
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Rathayibacter,toxicus,RATH_TOXI,p
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Rathayibacter,tritici,RATH_TRIT,
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Rathayibacter,,RATHAYIBACTER,
Bacteria,Firmicutes,Bacilli,Paenibacillales,Reconcilibacillaceae,Reconcilibacillus,cellulovorans,RECO_CELL,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Regiella,insecticola,REGI_INSE,
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Reichenbachiella,agariperforans,REIC_AGAR,
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Reichenbachiella,faecimaris,REIC_FAEC,
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Reichenbachiella,versicolor,REIC_VERS,
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Reichenbachiella,,REICHENBACHIELLA,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Saccharo,Reinekea,blandensis,REIN_BLAN,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Saccharo,Reinekea,forsetii,REIN_FORS,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Saccharo,Reinekea,marinisedimentorum,REIN_MARI,
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Renibacterium,lacuslunae,RENI_LACU,
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Renibacterium,salmoninarum,RENI_SALM,
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Renibacterium,,RENIBACTERIUM,
Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,aerosaccus,REYR_AERO,
Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,massiliensis,REYR_MASS,
Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,,REYRANELLA,
Bacteria,Verrucomicrobiota,Chlamydiia,Parachlamydiales,Rhabdochlamydiaceae,Rhabdochlamydia,,RHABDOCHLAMYDIA,
